#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas,n
2020,031  ,1500 ,221031 ,COMBUSTIBLE VEHÍCULOS,031,15  ,22    ,76552,0,76552,29212.83,
2020,031  ,1500 ,22104  ,VESTUARIO BRIGADA,031,15  ,22    ,66000,0,66000,33232,
2020,031  ,1500 ,22199  ,"BRIGADA, MATERIAL TÉCNICO",031,15  ,22    ,38800,0,38800,27120.04,
2020,031  ,1500 ,224    ,SEGUROS VEHÍCULOS,031,15  ,22    ,23723,0,23723,24713.15,
2020,031  ,1501 ,12004  ,SUELDOS DEL GRUPO C2,,1   ,1     ,36549,0,36549,0,
2020,031  ,1501 ,12005  ,SUELDOS DEL GRUPO E,,1   ,1     ,16748,0,16748,8134.68,
2020,031  ,1501 ,12006  ,TRIENIOS,,1   ,1     ,4843,0,4843,1883.14,
2020,012  ,931  ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,216044,0,216044,203202.07,
2020,012  ,931  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,120611,0,120611,102273.28,
2020,012  ,932  ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,48019,0,48019,43551.92,
2020,012  ,932  ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,14075,0,14075,14006.28,
2020,012  ,932  ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,53900,0,53900,53744.55,
2020,012  ,932  ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,54824,0,54824,52865.72,
2020,012  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,012,92  ,22    ,200000,0,200000,73861.59,
2020,012  ,920  ,23010  ,DIETAS PERSONAL DIRECTIVO,012,92  ,23    ,2658,0,2658,39,
2020,012  ,920  ,23020  ,DIETAS PERSONAL NO DIRECTIVO,012,92  ,23    ,2658,0,2658,2953.82,
2020,012  ,920  ,23110  ,LOCOMOCIÓN PERSONAL DIRECTIVO,012,92  ,23    ,3562,0,3562,714.91,
2020,012  ,920  ,23120  ,LOCOMOCIÓN PERSONAL NO DIRECTIVO,012,92  ,23    ,3606,0,3606,3877.25,
2020,012  ,920  ,233    ,ASISTENCIA TRIBUNALES,012,92  ,23    ,1800,0,1800,2778.21,
2020,012  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,012,920 ,467   ,8000,0,8000,7503.44,
2020,012  ,920  ,489    ,BECAS PERSONAL COLABORADOR,012,92  ,48    ,40000,0,40000,22884.99,
2020,012  ,920  ,622    ,INVERSIÓN EDIFICIOS Y OTROS,012,920 ,622   ,181000,3900000,4081000,3874324.69,
2020,012  ,920  ,624    ,INVERSIÓN ELEMENTOS DE TRANSPORTE,012,920 ,624   ,100000,13880.5,113880.5,12786.15,
2020,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,012,920 ,626   ,100000,226617.65,326617.65,207574.24,
2020,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,012,920 ,629   ,100000,206880.27,306880.27,109798.1,
2020,012  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,012,920 ,830   ,1000,15000,16000,15850.65,
2020,012  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9   ,1     ,92382,0,92382,92027.22,
2020,012  ,9204 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,112044,0,112044,30652.68,
2020,012  ,9204 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,28150,0,28150,1506.74,
2020,012  ,9204 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,8939.48,
2020,012  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,45687,0,45687,9201.15,
2020,012  ,9204 ,12006  ,TRIENIOS,,9   ,1     ,9373,0,9373,15820.97,
2020,012  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9   ,1     ,8374,0,8374,34414.19,
2020,012  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,105028,0,105028,26333.5,
2020,012  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,213192,0,213192,64802.18,
2020,012  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9   ,1     ,13372,0,13372,46065.78,
2020,012  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS LABORAL FIJO,,9   ,1     ,11558,0,11558,21755.26,
2020,012  ,9204 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,9   ,1     ,7020,0,7020,7816.48,
2020,012  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,,9   ,1     ,132480,0,132480,116517.7,
2020,012  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,9   ,1     ,40758,0,40758,943.77,
2020,012  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,,9   ,1     ,3600,0,3600,3899.35,
2020,012  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9   ,1     ,40369,0,40369,9125.74,
2020,012  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,,9   ,1     ,6480,0,6480,7312.5,
2020,012  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,,9   ,1     ,359760,0,359760,337233.65,
2020,012  ,9204 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9   ,1     ,20520,0,20520,18091.72,
2020,012  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,192978,0,192978,90516.34,
2020,012  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,,9   ,1     ,140000,0,140000,91659.39,
2020,012  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,9   ,1     ,65000,0,65000,29617.7,
2020,012  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,48019,0,48019,46500.56,
2020,012  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,21560,0,21560,19556.23,
2020,012  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,36549,0,36549,35980.84,
2020,012  ,9205 ,12006  ,TRIENIOS,,9   ,1     ,20086,0,20086,19648.4,
2020,012  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,49973,0,49973,48199.08,
2020,012  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,119623,0,119623,119870.15,
2020,012  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,82804,0,82804,77325.08,
2020,012  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,48019,0,48019,47543.65,
2020,012  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,42225,0,42225,27041.26,
2020,012  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,53900,0,53900,53636.9,
2020,012  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,36549,0,36549,36203.66,
2020,012  ,9206 ,12006  ,TRIENIOS,,9   ,1     ,48199,0,48199,47471.15,
2020,012  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,84590,0,84590,77886.2,
2020,012  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,200503,0,200503,190383.03,
2020,012  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,71252,0,71252,94099.01,
2020,012  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,163994,0,163994,163578.65,
2020,012  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,64025,0,64025,31856.24,
2020,012  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,98525,0,98525,90951,
2020,012  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,43120,0,43120,42909.52,
2020,012  ,9207 ,12006  ,TRIENIOS,,9   ,1     ,36688,0,36688,35599.73,
2020,012  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,103534,0,103534,83052.41,
2020,012  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,263631,0,263631,207608.23,
2020,012  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,129069,0,129069,83533.37,
2020,011  ,336  ,22609  ,CONSERVACIÓN Y RESTAURACIÓN DOCUMENTACIÓN,011,33  ,22    ,10000,0,10000,17063.54,
2020,011  ,336  ,227993 ,SUPORT ARXIVÍSTIC - ORGANITZACIÓ DIPÒSITS,011,33  ,22    ,15000,0,15000,7500,
2020,011  ,491  ,4491   ,APORT. PRAT COMUNICACIÓ SL                        ,011,491 ,4491  ,794738,0,794738,735000,
2020,011  ,491  ,741    ,APORT. INVERSIONES PRAT COMUNICACIÓN SL,011,491 ,741   ,18000,0,18000,14712.14,
2020,011  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,69155,0,69155,70119.7,
2020,011  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,16406,0,16406,15897.84,
2020,011  ,912  ,23000  ,ÓRGANOS DE GOBIERNO-DIETAS,011,91  ,23    ,1900,0,1900,114.6,
2020,011  ,912  ,23100  ,ÓRGANOS DE GOBIERNO-LOCOMOCIÓN,011,91  ,23    ,7600,0,7600,1419.54,
2020,011  ,920  ,22799  ,PUBLICACIONES INSTITUCIONALES,011,92  ,22    ,58880,0,58880,0,
2020,011  ,9201 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9   ,1     ,77590,0,77590,77307.52,
2020,011  ,9201 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,10519.01,
2020,011  ,9201 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,27412,0,27412,26714.66,
2020,011  ,9201 ,12006  ,TRIENIOS,,9   ,1     ,12037,0,12037,11694.41,
2020,011  ,9201 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,19315,0,19315,18832.28,
2020,011  ,9201 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,62800,0,62800,64321.41,
2020,011  ,9201 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,38425,0,38425,38249.7,
2020,011  ,9201 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,61934,0,61934,60565.36,
2020,011  ,9201 ,226011 ,ATENCIONES PROTOCOLARIAS,011,92  ,22    ,50000,0,50000,34064.38,
2020,011  ,9201 ,226012 ,ATENCIONES HERMANAMIENTOS,011,92  ,22    ,15000,0,15000,0,
2020,011  ,9201 ,22699  ,GASTOS DIVERSOS ALCALDÍA,011,92  ,22    ,11000,0,11000,0,
2020,011  ,9201 ,489    ,TRANSF CORRIENTES ALCALDÍA,011,92  ,48    ,3000,0,3000,2000,
2020,011  ,9202 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9   ,1     ,70198,0,70198,69951.28,
2020,011  ,9202 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,42225,0,42225,42018.84,
2020,011  ,9202 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,9504.91,
2020,011  ,9202 ,12006  ,TRIENIOS,,9   ,1     ,5332,0,5332,5160.11,
2020,011  ,9202 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,25956,0,25956,24830.72,
2020,011  ,9202 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,58646,0,58646,55491.73,
2020,011  ,9202 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,32943,0,32943,32794.5,
2020,011  ,9202 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,70025,0,70025,70212.34,
2020,011  ,9202 ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,011,92  ,22    ,141800,40000,181800,98340.14,
2020,011  ,9202 ,226023 ,COMUNICACIÓN INSTITUCIONAL,011,92  ,22    ,200000,0,200000,146007.58,
2020,011  ,9203 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,16007,0,16007,15928.12,
2020,011  ,9203 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,7341.36,
2020,011  ,9203 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,18275,0,18275,18185.52,
2020,011  ,9203 ,12006  ,TRIENIOS,,9   ,1     ,8399,0,8399,7729.56,
2020,011  ,9203 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,28076,0,28076,26292.73,
2020,011  ,9203 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,106870,0,106870,112585.92,
2020,011  ,9203 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,36543,0,36543,27832.15,
2020,012  ,011  ,359    ,OTROS GASTOS FINANCIEROS,012,01  ,35    ,40000,30000,70000,69932.26,
2020,012  ,1521 ,209    ,CÁNONES CONVENIOS VIVIENDA,012,15  ,20    ,125000,0,125000,104169.84,
2020,012  ,1521 ,227991 ,PRESTACIÓN DE SERVICIOS OFICINA DE VIVIENDA,012,15  ,22    ,466320,0,466320,466320,
2020,012  ,1521 ,449    ,TRANSF CORR GESTIÓN ALQUILER VIVIENDA SOCIAL,012,15  ,44    ,430000,0,430000,132070.32,
2020,012  ,1521 ,48902  ,TRANSF CORRIENTES FUNDACIÓ HABITAT 3,012,1521,48902 ,207600,0,207600,188746.63,
2020,012  ,1521 ,48903  ,TRANSF CORRIENTES AYUDA AL ALQUILER,012,15  ,48    ,260000,132305,392305,201559.01,
2020,012  ,161  ,467    ,TRANSF CONGIAC                                    ,012,161 ,467   ,1,6800,6801,6800,
2020,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                               ,012,161 ,740   ,300000,900000,1200000,720000,
2020,012  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,,2   ,1     ,68000,0,68000,69249.53,
2020,012  ,221  ,164    ,AYUDA FAMILIAR ,,2   ,1     ,20139,0,20139,19488.38,
2020,012  ,231  ,48905  ,SUBVENCIONES Y AJUDAS VIVIENDA,012,23  ,48    ,90000,0,90000,25056.93,
2020,012  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9   ,1     ,139735,0,139735,124972.41,
2020,012  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,,9   ,1     ,69189,0,69189,67202.7,
2020,012  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,42137,0,42137,36981.57,
2020,012  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,012,91  ,48    ,180000,0,180000,180000,
2020,012  ,920  ,202    ,ALQUILERES VARIOS,012,92  ,20    ,260000,0,260000,241707.69,
2020,012  ,920  ,209    ,CÁNONES VARIOS,012,920 ,209   ,45000,41955.25,86955.25,85007.94,
2020,012  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,012,92  ,21    ,480500,0,480500,381916.94,
2020,012  ,920  ,22000  ,MATERIAL DE OFICINA,012,92  ,22    ,125000,0,125000,97502.66,
2020,012  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,012,92  ,22    ,130000,0,130000,195714.95,
2020,012  ,920  ,22104  ,VESTUARIO,012,92  ,22    ,30000,0,30000,38036.51,
2020,012  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,012,92  ,22    ,130000,-10000,120000,92509.62,
2020,012  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,012,92  ,22    ,120000,0,120000,81382.44,
2020,012  ,920  ,224    ,SEGUROS,012,92  ,22    ,192000,0,192000,159929.02,
2020,012  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),012,92  ,22    ,1000,0,1000,1849.06,
2020,012  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",012,92  ,22    ,10000,0,10000,7695.78,
2020,012  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,012,92  ,22    ,20000,0,20000,14449,
2020,012  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,012,92  ,22    ,25000,0,25000,28227.08,
2020,012  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,012,92  ,22    ,200000,-20000,180000,77769.2,
2020,012  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,012,92  ,22    ,230000,0,230000,224384.18,
2020,012  ,920  ,227063 ,OFICINA TÉCNICA DESARROLLO PROGRAMARIO SITIC,012,92  ,22    ,340000,0,340000,15652.56,
2020,012  ,925  ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,50402,0,50402,50351.66,
2020,012  ,925  ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,156647,0,156647,160330.24,
2020,012  ,925  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,74732,0,74732,74393.46,
2020,012  ,925  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,115969,0,115969,113760.7,
2020,012  ,929  ,22699  ,"GASTOS DIVERSOS, INDEMNIZACIONES, ETC.",012,92  ,22    ,45000,0,45000,46089.34,
2020,012  ,931  ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,64025,0,64025,48731.32,
2020,012  ,931  ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,14075,0,14075,14006.28,
2020,012  ,931  ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,21560,0,21560,20574.72,
2020,012  ,931  ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,54824,0,54824,47884.4,
2020,012  ,931  ,12006  ,TRIENIOS,,9   ,1     ,22733,0,22733,22503.28,
2020,012  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,199319,0,199319,159079.72,
2020,012  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,,9   ,1     ,16007,0,16007,10070.79,
2020,012  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,18275,0,18275,18185.52,
2020,012  ,9208 ,12006  ,TRIENIOS,,9   ,1     ,9261,0,9261,6255.87,
2020,012  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,14656,0,14656,12261.62,
2020,012  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,33250,0,33250,44265.08,
2020,012  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,65248,0,65248,64941.86,
2020,012  ,9208 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,45317,0,45317,32572.58,
2020,012  ,9209 ,12001  ,SUELDOS DEL GRUPO A2,,9   ,1     ,14075,0,14075,14006.28,
2020,012  ,9209 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,9138,0,9138,9231.57,
2020,012  ,9209 ,12005  ,SUELDOS DEL GRUPO E,,9   ,1     ,25122,0,25122,17220.89,
2020,012  ,9209 ,12006  ,TRIENIOS,,9   ,1     ,11008,0,11008,7014.25,
2020,012  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,23415,0,23415,19324.08,
2020,012  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,64353,0,64353,57293.35,
2020,012  ,9209 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9   ,1     ,233273,0,233273,275897.66,
2020,012  ,9209 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9   ,1     ,10020,0,10020,0,
2020,012  ,9209 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,119703,0,119703,75551.04,
2020,012  ,922  ,466    ,TRANSF FMC,012,922 ,466   ,13000,0,13000,10716.91,
2020,012  ,922  ,4661   ,TRANSF ASOCIACIÓN CATALANA DE MUNICIPIOS,012,922 ,4661  ,9904,0,9904,9904,
2020,012  ,9231 ,12003  ,SUELDOS DEL GRUPO C1,,9   ,1     ,10780,0,10780,10727.38,
2020,012  ,9231 ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,9138,0,9138,9092.76,
2020,012  ,9231 ,12006  ,TRIENIOS,,9   ,1     ,6214,0,6214,6183.74,
2020,012  ,9231 ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,9999,0,9999,9950.08,
2020,012  ,9231 ,12101  ,COMPLEMENTO ESPECÍFICO,,9   ,1     ,25598,0,25598,25498.06,
2020,012  ,9231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9   ,1     ,17602,0,17602,17583.98,
2020,012  ,924  ,22705  ,GASTOS ELECCIONES,012,92  ,22    ,15000,0,15000,0,
2020,012  ,925  ,12004  ,SUELDOS DEL GRUPO C2,,9   ,1     ,91373,0,91373,90780.43,
2020,012  ,925  ,12005  ,SUELDOS DEL GRUPO E,,9   ,1     ,16748,0,16748,16626.48,
2020,012  ,925  ,12006  ,TRIENIOS,,9   ,1     ,20485,0,20485,19902.81,
2020,031  ,323  ,632    ,MEJORA ESCUELAS,03 ,323 ,632   ,0,1752.32,1752.32,0,
2020,071  ,2311 ,48916  ,TRANSF CORRIENTES FEDERACIÓN SALUD MENTAL CATALUÑA,071,2311,48916 ,0,18000,18000,18000,
2020,012  ,920  ,206    ,ALQUILER EQUIPOS PROCESO INFORMACIÓN,012,92  ,20    ,0,50000,50000,15474.69,
2020,031  ,161  ,623    ,ADQUISICIÓN MAQUINARIA ALCANTARILLADO,031,161 ,623   ,0,30500,30500,0,
2020,021  ,1721 ,764    ,MODULO SOCORRISMO PLAYA AMB,021,1721,764   ,0,80000,80000,0,
2020,031  ,1531 ,619    ,MEJORAS MANTENIMIENTO VIA PÚBLICA,031,1531,619   ,0,665000,665000,0,
2020,051  ,433  ,48912  ,PLAN MEDIDAS DE CHOQUE I REACTIVACIÓN ECONÓMICA,051,43  ,48    ,0,1000000,1000000,393286.92,
2020,033  ,338  ,48907  ,TRANS CORR FUNDACIÓN CIVICA ESPERANZAH (FESTIVAL),033,338 ,48907 ,0,100000,100000,50000,
2020,031  ,165  ,609    ,PLAN DIRECTOR ALUMBRADO PÚBLICO,031,165 ,609   ,0,3000000,3000000,0,
2020,042  ,334  ,48926  ,TRANSF. CORRIENTES CASA DE SEVILLA,042,334 ,48926 ,0,3000,3000,3000,
2020,012  ,419  ,622    ,ADQUISICIÓN DE EDIFICIOS Y OTRAS CONSTRUCCIONES,01 ,419 ,622   ,0,380032.25,380032.25,272687,
2020,051  ,2415 ,1430   ,PLANES OCUPACIÓN AMB,051,2415,1430  ,0,57174,57174,54294.35,
2020,031  ,2312 ,629    ,OTRAS INVERSIONES EQUIPAMIENTOS Y SERVICIOS,03 ,2312,629   ,0,210551.98,210551.98,143360.4,
2020,021  ,929  ,500    ,FONDO CONTINGENCIA PRESUPUESTARIA,021,929 ,500   ,0,346000,346000,0,
2020,051  ,2416 ,1430   ,PLANES OCUPACIÓN DIPUTACIÓN,051,2416,1430  ,0,113600,113600,109259.69,
2020,031  ,160  ,634    ,INVERSIÓN ELEMENTOS TRANSPORTE ALCANTARILLADO,03 ,160 ,634   ,0,400000,400000,50301,
2020,031  ,171  ,619    ,MEJORA INFRAESTRUCTURAS Y BIENES USO GENERAL,03 ,171 ,619   ,0,637300.94,637300.94,77309.31,
2020,031  ,1721 ,619    ,REPOSICIÓN BALIZAS PLAYA,031,1721,619   ,0,150000,150000,0,
2020,033  ,327  ,48916  ,TR COR FONDO CATALAN COOPERACIÓN AGUA EL SALVADOR,033,327 ,48916 ,0,5000,5000,0,
2020,012  ,1521 ,621    ,ADQUISICIÓN TERRENOS Y BIENES NATURALES,012,1521,621   ,0,3389447.7,3389447.7,0,
2020,033  ,327  ,781    ,TRANSF CAPITAL AVV PLAÇA CONSTITUCIÓ,033,327 ,781   ,0,0,0,0,
2020,031  ,330  ,619    ,MEJORA EDIFICIOS CULTURA,031,330 ,619   ,0,247000,247000,0,
2020,021  ,1532 ,609    ,INVERSIÓN NUEVA VÍAS PÚBLICAS (C/ SANT PERE),021,1532,609   ,0,600000,600000,0,
2020,033  ,327  ,48915  ,TR CORR FONDO CATALAN COOPERACIÓN AGUA CUBA,033,327 ,48915 ,0,5000,5000,0,
2020,033  ,327  ,48914  ,TRANSFERENCIAS CORRIENTES FAMSI,033,327 ,48914 ,0,20000,20000,0,
2020,013  ,133  ,634    ,INVERSIÓN REPOSICIÓN ELEMENTOS TRANSPORTE,013,133 ,634   ,0,18099.67,18099.67,18099.67,
2020,031  ,165  ,619    ,MEJORAS ALUMBRADO PÚBLICO,03 ,165 ,619   ,0,134512.29,134512.29,30283.78,
2020,021  ,333  ,632    ,MEJORA EQUIPAMIENTOS CULTURALES,02 ,333 ,632   ,0,130502.82,130502.82,0,
2020,021  ,342  ,6321   ,MEJORA EQUIPAMIENTOS DEPORTIVOS,02 ,342 ,6321  ,0,11431.1,11431.1,11431.1,
2020,021  ,920  ,632    ,MEJORA EQUIPAMIENTOS Y SERVICIOS,02 ,920 ,632   ,0,42602.92,42602.92,42602.9,
2020,021  ,231  ,632    ,MEJORAS EQUIPAMIENTOS SERVICIOS SOCIALES,02 ,231 ,632   ,0,260942.95,260942.95,260942.95,
2020,012  ,931  ,12100  ,COMPLEMENTO DE DESTINO,,9   ,1     ,76286,0,76286,66757.95,
2020,033  ,2312 ,221991 ,SUMINISTROS DIVERSOS,033,23  ,22    ,3000,0,3000,0,
2020,021  ,342  ,622    ,INVERSIÓN NUEVA EQUIPAMIENTOS Y SERVICIOS,021,342 ,622   ,0,1799764.39,1799764.39,0,
2020,031  ,150  ,6391   ,MEJORA INSTALACIONES,03 ,150 ,6391  ,0,1716.37,1716.37,0,
2020,042  ,333  ,212    ,CONSERV-REP EDIFICIOS-INSTAL CULTURA,042,33  ,21    ,467786,0,467786,391194.77,
2020,042  ,333  ,22100  ,ELECTRICIDAD EDIFICIOS CULTURA,042,33  ,22    ,498715,0,498715,319767.59,
2020,042  ,333  ,22101  ,CONSUMO AGUA EDIFICIOS CULTURA,042,33  ,22    ,15730,0,15730,15408.83,
2020,042  ,333  ,22102  ,CONSUMO GAS EDIFICIOS CULTURA,042,33  ,22    ,66205,0,66205,42502.25,
2020,042  ,333  ,22700  ,LIMPIEZA EDIFICIOS CULTURA,042,33  ,22    ,1234361,0,1234361,1131742.04,
2020,042  ,333  ,227992 ,CONTR PREST SERVICIOS LA CAPSA,042,33  ,22    ,398785,0,398785,235534.74,
2020,042  ,333  ,227993 ,CONTR PREST SERVICIOS CC S JORDI-RIBERA BAIXA,042,33  ,22    ,322667,0,322667,287682.33,
2020,042  ,333  ,227994 ,CONTR PREST SERVICIOS CC JARDINS DE LA PAU,042,33  ,22    ,318500,0,318500,304755.41,
2020,042  ,333  ,227997 ,CONTR PREST SERVICIOS CÈNTRIC,042,33  ,22    ,318412,0,318412,230377.79,
