#a,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Fun._2,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2022.0,011  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,72166.0,0.0,72166.0,0.0
2022.0,011  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,16169.0,0.0,16169.0,0.0
2022.0,011  ,912  ,23000  ,ÓRGANOS DE GOBIERNO-DIETAS,011,91   ,23    ,1900.0,0.0,1900.0,0.0
2022.0,011  ,912  ,23100  ,ÓRGANOS DE GOBIERNO-LOCOMOCIÓN,011,91   ,23    ,7600.0,0.0,7600.0,0.0
2022.0,011  ,9201 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,188072.0,0.0,188072.0,0.0
2022.0,011  ,9201 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,011  ,9201 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,28074.0,0.0,28074.0,0.0
2022.0,011  ,9201 ,12006  ,TRIENIOS,,9    ,1     ,12942.0,0.0,12942.0,0.0
2022.0,011  ,9201 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,19782.0,0.0,19782.0,0.0
2022.0,011  ,9201 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,64503.0,0.0,64503.0,0.0
2022.0,011  ,9201 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,73962.0,0.0,73962.0,0.0
2022.0,011  ,9201 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,89152.0,0.0,89152.0,0.0
2022.0,011  ,9201 ,226011 ,ATENCIONES PROTOCOLARIAS,011,92   ,22    ,50000.0,0.0,50000.0,0.0
2022.0,011  ,9201 ,22699  ,GASTOS DIVERSOS ALCALDÍA,011,92   ,22    ,11000.0,0.0,11000.0,0.0
2022.0,011  ,9201 ,489    ,TRANSF CORRIENTES ALCALDÍA,011,92   ,48    ,3000.0,0.0,3000.0,0.0
2022.0,011  ,9202 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,71993.0,0.0,71993.0,0.0
2022.0,011  ,9202 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,57661.0,0.0,57661.0,0.0
2022.0,011  ,9202 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,011  ,9202 ,12006  ,TRIENIOS,,9    ,1     ,7551.0,0.0,7551.0,0.0
2022.0,011  ,9202 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,32405.0,0.0,32405.0,0.0
2022.0,011  ,9202 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,72296.0,0.0,72296.0,0.0
2022.0,011  ,9202 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,34154.0,0.0,34154.0,0.0
2022.0,011  ,9202 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,82525.0,0.0,82525.0,0.0
2022.0,011  ,9202 ,226021 ,COMUNICACIÓN SOCIAL-DIFUSIÓN,011,92   ,22    ,181800.0,0.0,181800.0,0.0
2022.0,011  ,9202 ,226023 ,COMUNICACIÓN INSTITUCIONAL,011,92   ,22    ,200000.0,0.0,200000.0,0.0
2022.0,011  ,9203 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,011  ,9203 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11041.0,0.0,11041.0,0.0
2022.0,011  ,9203 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,18716.0,0.0,18716.0,0.0
2022.0,011  ,9203 ,12006  ,TRIENIOS,,9    ,1     ,10134.0,0.0,10134.0,0.0
2022.0,011  ,9203 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,28754.0,0.0,28754.0,0.0
2022.0,011  ,9203 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,109505.0,0.0,109505.0,0.0
2022.0,011  ,9203 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,36632.0,0.0,36632.0,0.0
2022.0,012  ,011  ,359    ,OTROS GASTOS FINANCIEROS,012,01   ,35    ,340000.0,0.0,340000.0,0.0
2022.0,012  ,152  ,742    ,TRANSF CAPITAL PRAT ESPAIS-VIVIENDA,012,152  ,742   ,150000.0,0.0,150000.0,0.0
2022.0,012  ,161  ,467    ,TRANSF CONGIAC                                    ,012,161  ,467   ,6801.0,0.0,6801.0,0.0
2022.0,012  ,161  ,740    ,TRANSFERENC CAPITAL APSA                               ,012,161  ,740   ,300000.0,0.0,300000.0,0.0
2022.0,012  ,221  ,16205  ,SEGURO VIDA Y ACCIDENTES,,2    ,1     ,88500.0,0.0,88500.0,0.0
2022.0,012  ,221  ,164    ,AYUDA FAMILIAR ,,2    ,1     ,32000.0,0.0,32000.0,0.0
2022.0,012  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,183646.0,0.0,183646.0,0.0
2022.0,012  ,912  ,10001  ,OTRAS REMUNERACIONES - ASISTENCIA PLENOS,,9    ,1     ,70860.0,0.0,70860.0,0.0
2022.0,012  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,55712.0,0.0,55712.0,0.0
2022.0,012  ,912  ,489    ,TRANSF CORRIENTES GRUPOS MUNICIPALES,012,91   ,48    ,180000.0,0.0,180000.0,0.0
2022.0,012  ,920  ,202    ,ALQUILERES VARIOS,012,92   ,20    ,300000.0,0.0,300000.0,0.0
2022.0,012  ,920  ,209    ,CÁNONES VARIOS,012,920  ,209   ,45000.0,0.0,45000.0,0.0
2022.0,012  ,920  ,216    ,MANTENIMIENTO EQUIPOS INFORMÁTICOS/PROGRAMARIO,012,92   ,21    ,555000.0,0.0,555000.0,0.0
2022.0,012  ,920  ,22000  ,MATERIAL DE OFICINA,012,92   ,22    ,125000.0,0.0,125000.0,0.0
2022.0,012  ,920  ,22002  ,MATERIAL INFORMÁTICO NO INVENTARIABLE,012,92   ,22    ,210000.0,0.0,210000.0,0.0
2022.0,012  ,920  ,22104  ,VESTUARIO,012,92   ,22    ,20000.0,0.0,20000.0,0.0
2022.0,012  ,920  ,22199  ,MATERIAL DIVERSO - PREVENCIÓN RIESGOS LABORALES,012,92   ,22    ,30000.0,0.0,30000.0,0.0
2022.0,012  ,920  ,22200  ,SERVICIOS COMUNICACIÓN TELECOMUNICACIONES,012,92   ,22    ,130000.0,0.0,130000.0,0.0
2022.0,012  ,920  ,22201  ,SERVICIOS COMUNICACIÓN POSTALES,012,92   ,22    ,120000.0,0.0,120000.0,0.0
2022.0,012  ,920  ,224    ,SEGUROS,012,92   ,22    ,192000.0,0.0,192000.0,0.0
2022.0,012  ,920  ,22500  ,TRIBUTOS ESTATALES (Impuesto producción eléctrica),012,92   ,22    ,1000.0,0.0,1000.0,0.0
2022.0,012  ,920  ,22502  ,TRIBUTOS DE LAS ENTIDADES LOCALES,012,92   ,22    ,12000.0,0.0,12000.0,0.0
2022.0,012  ,920  ,22602  ,"ANUNCIOS, PUBLICACIONES, ETC.",012,92   ,22    ,15000.0,0.0,15000.0,0.0
2022.0,012  ,920  ,22603  ,ANUNCIOS DIARIOS OFICIALES,012,92   ,22    ,15000.0,0.0,15000.0,0.0
2022.0,012  ,920  ,22604  ,GASTOS DEFENSA JURÍDICA Y REGISTRAL,012,92   ,22    ,60000.0,0.0,60000.0,0.0
2022.0,012  ,920  ,227061 ,ESTUDIOS Y TRABAJOS TÉCNICOS,012,92   ,22    ,200000.0,0.0,200000.0,0.0
2022.0,012  ,920  ,227062 ,ESTUDIOS Y TRABAJOS TÉCNICOS TIC,012,92   ,22    ,240000.0,0.0,240000.0,0.0
2022.0,012  ,920  ,227063 ,OFICINA TÉCNICA DESARROLLO PROGRAMARIO SITIC,012,92   ,22    ,330000.0,0.0,330000.0,0.0
2022.0,012  ,920  ,22799  ,CONTR PRESTACIÓN DE SERVICIOS,012,92   ,22    ,270000.0,0.0,270000.0,0.0
2022.0,012  ,920  ,227991 ,"PREST SERV INNOV DIGITAL, CALIDAD Y PROY ESTRATÉG",012,92   ,22    ,105000.0,0.0,105000.0,0.0
2022.0,051  ,2412 ,227991 ,CONTR PREST SERVICIOS OCUPACIÓN,051,2412 ,227991,57000.0,47161.68,104161.68,0.0
2022.0,051  ,2412 ,227992 ,CONTR PREST SERVICIOS PROYECTOS DE INSERCIÓN LABORAL,051,24   ,22    ,180000.0,0.0,180000.0,0.0
2022.0,051  ,2412 ,227994 ,CONT PREST SERVEIS CLUB DE TRABAJO,051,2412 ,227994,103000.0,0.0,103000.0,0.0
2022.0,051  ,2412 ,48911  ,BECAS ALUMNOS PROGRAMAS,051,24   ,48    ,100.0,0.0,100.0,0.0
2022.0,051  ,2413 ,1430   ,PLANES DE OCUPACIÓN,051,2413 ,1430  ,156513.0,0.0,156513.0,0.0
2022.0,051  ,2413 ,1431   ,RETRIBUCIONES OTRO PERSONAL,051,2413 ,1431  ,139786.0,180170.0,319956.0,0.0
2022.0,051  ,2413 ,16000  ,CUOTAS SEGURIDAD SOCIAL,051,2413 ,16000 ,94121.0,58615.0,152736.0,0.0
2022.0,061  ,3411 ,48921  ,CONVENIO UNIÓN EXCURSIONISTA DE CATALUÑA (UEC),061,3411 ,48921 ,5000.0,0.0,5000.0,0.0
2022.0,061  ,3411 ,48922  ,CONVENIO CLUB DE PATINAJE COBRA,061,3411 ,48922 ,12000.0,0.0,12000.0,0.0
2022.0,052  ,430  ,22199  ,SUBM DIVERSOS DINAMIZACIÓN COMERCIAL,052,43   ,22    ,10000.0,0.0,10000.0,0.0
2022.0,052  ,430  ,22602  ,PUBLICIDAD Y DIFUSIÓN,052,43   ,22    ,4881.0,0.0,4881.0,0.0
2022.0,052  ,430  ,22699  ,GASTOS VARIOS DINAMIZACIÓN COMERCIAL,052,43   ,22    ,2800.0,0.0,2800.0,0.0
2022.0,052  ,430  ,22799  ,CONTR PREST SERVICIOS DINAMIZACIÓN COMERCIAL,052,43   ,22    ,83552.0,0.0,83552.0,0.0
2022.0,052  ,430  ,227991 ,CONTR PREST SERVICIOS PLAN ESTRATÉGICO COMERCIO,052,43   ,22    ,81000.0,0.0,81000.0,0.0
2022.0,052  ,430  ,462    ,APORTACIÓN CONVENIO ZONA DELTA,052,430  ,462   ,3000.0,0.0,3000.0,0.0
2022.0,052  ,430  ,489    ,TRANSF CORRIENTES COMERCIO,052,43   ,48    ,18000.0,0.0,18000.0,0.0
2022.0,052  ,430  ,48902  ,TRANSF CORRIENTES MEJORA COMERCIO CALIDAD,052,43   ,48    ,55000.0,0.0,55000.0,0.0
2022.0,052  ,430  ,48903  ,TRANSF CORRIENTES CONVENIO PRAT GRAN COMERCIO,052,430  ,48903 ,30000.0,0.0,30000.0,0.0
2022.0,052  ,430  ,48904  ,TRANSF CORRIENTES CONCURSO ESCAPARATES,052,430  ,48904 ,2000.0,0.0,2000.0,0.0
2022.0,052  ,430  ,780    ,TRANSF CAPITAL COMERCIO PARA EL FOMENTO ACCESIBILIDAD,052,430  ,780   ,30000.0,0.0,30000.0,0.0
2022.0,052  ,4312 ,212    ,CONSERVACIÓN - REPARACIÓN MERCADO,052,43   ,21    ,15689.0,0.0,15689.0,0.0
2022.0,052  ,4312 ,22100  ,ELECTRICIDAD MERCADO MPAL,052,43   ,22    ,18159.0,0.0,18159.0,0.0
2022.0,052  ,4312 ,22700  ,LIMPIEZA MERCADO MUNICIPAL,052,43   ,22    ,34769.0,0.0,34769.0,0.0
2022.0,052  ,432  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,14416.0,0.0,14416.0,0.0
2022.0,052  ,432  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,5823.0,0.0,5823.0,0.0
2022.0,052  ,432  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,12181.0,0.0,12181.0,0.0
2022.0,052  ,432  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4    ,1     ,10504.0,0.0,10504.0,0.0
2022.0,041  ,326  ,48902  ,TRANSF CORRIENTES FUNDACIÓN MAIN -UEC-,041,326  ,48902 ,12000.0,0.0,12000.0,0.0
2022.0,041  ,326  ,48905  ,TRANSF CORRIENTES LIBROS DE TEXTO Y MAT EDUC,041,32   ,48    ,130000.0,0.0,130000.0,0.0
2022.0,041  ,326  ,48907  ,BECAS ALUMNADO ACTIV EXTRAESC COMPLEMENTO,041,32   ,48    ,115000.0,0.0,115000.0,0.0
2022.0,041  ,326  ,48908  ,"TRANSF CORRIENTES ""INST LES SALINES""",041,326  ,48908 ,7000.0,0.0,7000.0,0.0
2022.0,052  ,432  ,22199  ,SUMINISTROS DIVERSOS TURISMO,052,43   ,22    ,15000.0,0.0,15000.0,0.0
2022.0,052  ,432  ,22602  ,PUBLICIDAD Y COMUNICACIÓN TURISMO,052,43   ,22    ,21000.0,0.0,21000.0,0.0
2022.0,052  ,432  ,22799  ,CONTR PREST SERV OFICINA PUERTA DEL DELTA,052,43   ,22    ,111808.0,0.0,111808.0,0.0
2022.0,041  ,326  ,48909  ,"TRANSF CORRIENTES ""INSTITUT ESCOLA""",041,326  ,48909 ,19221.0,0.0,19221.0,0.0
2022.0,041  ,326  ,48910  ,"TRANSF CORRIENTES ""ESCOLA JAUME BALMES""",041,326  ,48910 ,18125.0,0.0,18125.0,0.0
2022.0,041  ,326  ,48911  ,"TRANSF CORRIENTES ""ESCOLA PEPA COLOMER""",041,326  ,48911 ,6000.0,0.0,6000.0,0.0
2022.0,041  ,326  ,48912  ,"TRANSF CORRIENTES ""LLAR D'INFANTS DUMBO""",041,326  ,48912 ,4795.0,0.0,4795.0,0.0
2022.0,041  ,326  ,48914  ,TRANSF CORRIENTES INST ILLA DE BANYOLS - PTT,041,326  ,48914 ,1000.0,0.0,1000.0,0.0
2022.0,041  ,327  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS EDUCACIÓN,041,32   ,22    ,6000.0,0.0,6000.0,0.0
2022.0,041  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,62162.0,0.0,62162.0,0.0
2022.0,041  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,16169.0,0.0,16169.0,0.0
2022.0,042  ,326  ,227998 ,ESCUELA DE ARTES EN VIVO,042,32   ,22    ,688314.0,0.0,688314.0,0.0
2022.0,042  ,330  ,226022 ,DESP DIVERSAS COMUNICACIÓN CULTURAL,042,33   ,22    ,30000.0,0.0,30000.0,0.0
2022.0,042  ,330  ,467    ,CONSORCIO NORMALIZACIÓN LINGÜÍSTICA,042,330  ,467   ,103756.0,0.0,103756.0,0.0
2022.0,042  ,3300 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,3    ,1     ,80195.0,0.0,80195.0,0.0
2022.0,042  ,3300 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,28831.0,0.0,28831.0,0.0
2022.0,042  ,3300 ,12006  ,TRIENIOS,,3    ,1     ,5300.0,0.0,5300.0,0.0
2022.0,042  ,3300 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,15289.0,0.0,15289.0,0.0
2022.0,042  ,3300 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,37484.0,0.0,37484.0,0.0
2022.0,042  ,3300 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,3    ,1     ,11744.0,0.0,11744.0,0.0
2022.0,052  ,432  ,227991 ,CONTRATOS PRESTACIÓN SERVICIOS TURISMO,052,43   ,22    ,91201.0,0.0,91201.0,0.0
2022.0,052  ,432  ,465    ,TRANSF CORRIENTE CONSORCIO TURISMO BAJO LLOBREGAT,052,432  ,465   ,25240.0,0.0,25240.0,0.0
2022.0,052  ,432  ,48902  ,TRANSF CORRIENTES ASOCIACIÓN COOKINGROUP,052,432  ,48902 ,20000.0,0.0,20000.0,0.0
2022.0,052  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,58923.0,0.0,58923.0,0.0
2022.0,052  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,16169.0,0.0,16169.0,0.0
2022.0,061  ,338  ,227991 ,FIESTA DEL RIO,061,33   ,22    ,10500.0,0.0,10500.0,0.0
2022.0,061  ,3400 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,3    ,1     ,71993.0,0.0,71993.0,0.0
2022.0,061  ,3400 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,061  ,3400 ,12006  ,TRIENIOS,,3    ,1     ,2613.0,0.0,2613.0,0.0
2022.0,061  ,3400 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,4770.0,0.0,4770.0,0.0
2022.0,061  ,3400 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,11124.0,0.0,11124.0,0.0
2022.0,061  ,3400 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,23330.0,0.0,23330.0,0.0
2022.0,061  ,3400 ,22699  ,GASTOS DIVERSOS DIRECCIÓN DE ÁREA,061,34   ,22    ,1000.0,0.0,1000.0,0.0
2022.0,061  ,3400 ,22799  ,"MUESTRA DE ENTIDADES, FORMACIÓN ENTIDADES, ETC.",061,34   ,22    ,35000.0,0.0,35000.0,0.0
2022.0,061  ,3401 ,12000  ,SUELDOS DEL GRUPO A1,,3    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,061  ,3401 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,33122.0,0.0,33122.0,0.0
2022.0,061  ,3401 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,061  ,3401 ,12006  ,TRIENIOS,,3    ,1     ,12039.0,0.0,12039.0,0.0
2022.0,061  ,3401 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,29598.0,0.0,29598.0,0.0
2022.0,061  ,3401 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,73415.0,0.0,73415.0,0.0
2022.0,061  ,3401 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,47001.0,0.0,47001.0,0.0
2022.0,061  ,3401 ,22602  ,PUBLICIDAD-DIFUSIÓN,061,34   ,22    ,8000.0,0.0,8000.0,0.0
2022.0,061  ,3401 ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,061,34   ,22    ,9000.0,0.0,9000.0,0.0
2022.0,042  ,3301 ,12000  ,SUELDOS DEL GRUPO A1,,3    ,1     ,16393.0,0.0,16393.0,0.0
2022.0,042  ,3301 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,12407.0,0.0,12407.0,0.0
2022.0,042  ,3301 ,12006  ,TRIENIOS,,3    ,1     ,8427.0,0.0,8427.0,0.0
2022.0,042  ,3301 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,16285.0,0.0,16285.0,0.0
2022.0,042  ,3301 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,44582.0,0.0,44582.0,0.0
2022.0,042  ,3301 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,20619.0,0.0,20619.0,0.0
2022.0,042  ,3321 ,22199  ,BIBLIOTECA - ADQUISICIÓN DE LIBROS,042,33   ,22    ,20000.0,0.0,20000.0,0.0
2022.0,042  ,3322 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,042  ,3322 ,12006  ,TRIENIOS,,3    ,1     ,920.0,0.0,920.0,0.0
2022.0,042  ,3322 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,4067.0,0.0,4067.0,0.0
2022.0,042  ,3322 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,10310.0,0.0,10310.0,0.0
2022.0,042  ,3322 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,146561.0,0.0,146561.0,0.0
2022.0,042  ,3322 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,51518.0,0.0,51518.0,0.0
2022.0,042  ,333  ,12005  ,SUELDOS DEL GRUPO E,,3    ,1     ,8577.0,0.0,8577.0,0.0
2022.0,042  ,333  ,12006  ,TRIENIOS,,3    ,1     ,1901.0,0.0,1901.0,0.0
2022.0,042  ,333  ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,3366.0,0.0,3366.0,0.0
2022.0,042  ,333  ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,11073.0,0.0,11073.0,0.0
2022.0,042  ,333  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,6403.0,0.0,6403.0,0.0
2022.0,042  ,333  ,212    ,CONSERV-REP EDIFICIOS-INSTAL CULTURA,042,33   ,21    ,467786.0,0.0,467786.0,0.0
2022.0,042  ,333  ,22100  ,ELECTRICIDAD EDIFICIOS CULTURA,042,33   ,22    ,447495.0,0.0,447495.0,0.0
2022.0,042  ,333  ,22101  ,CONSUMO AGUA EDIFICIOS CULTURA,042,33   ,22    ,15730.0,0.0,15730.0,0.0
2022.0,042  ,333  ,22102  ,CONSUMO GAS EDIFICIOS CULTURA,042,33   ,22    ,59993.0,0.0,59993.0,0.0
2022.0,042  ,333  ,22700  ,LIMPIEZA EDIFICIOS CULTURA,042,33   ,22    ,1276752.0,0.0,1276752.0,0.0
2022.0,042  ,3300 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,38160.0,0.0,38160.0,0.0
2022.0,061  ,3411 ,12006  ,TRIENIOS,,3    ,1     ,360.0,0.0,360.0,0.0
2022.0,061  ,3411 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,4067.0,0.0,4067.0,0.0
2022.0,061  ,3411 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,11751.0,0.0,11751.0,0.0
2022.0,061  ,3411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,7964.0,0.0,7964.0,0.0
2022.0,061  ,3411 ,22199  ,FOMENTO ASOC.DEPORTIVA-MATERIAL-TROFEOS,061,34   ,22    ,12000.0,0.0,12000.0,0.0
2022.0,061  ,3411 ,227993 ,GASTOS DIVERSOS ACTIVIDADES DE VERANO,061,34   ,22    ,6000.0,0.0,6000.0,0.0
2022.0,061  ,3411 ,48901  ,TRANSF CORRIENTES ASOC.DEPORTIVA,061,34   ,48    ,52000.0,0.0,52000.0,0.0
2022.0,061  ,3411 ,48902  ,CONVENIO CB PRAT PROMOCIÓN BALONCESTO,061,3411 ,48902 ,255000.0,0.0,255000.0,0.0
2022.0,061  ,3411 ,48903  ,CONVENIO AE PRAT PROMOCIÓN FUTBOL,061,3411 ,48903 ,255000.0,0.0,255000.0,0.0
2022.0,061  ,3411 ,48905  ,CONVENIO PRATENC AA,061,3411 ,48905 ,60000.0,0.0,60000.0,0.0
2022.0,061  ,3411 ,48906  ,BECAS INDIVIDUALES DEPORTE ESCOLAR,061,34   ,48    ,100000.0,0.0,100000.0,0.0
2022.0,061  ,3411 ,48908  ,CONVENIO CB TERLENKA,061,3411 ,48908 ,30000.0,0.0,30000.0,0.0
2022.0,061  ,3411 ,48909  ,CONVENIO CLUB ATLÉTICO PRAT DELTA,061,3411 ,48909 ,30000.0,0.0,30000.0,0.0
2022.0,061  ,3411 ,48910  ,CONVENIO CLUB NATACIÓN PRAT,061,3411 ,48910 ,9000.0,0.0,9000.0,0.0
2022.0,061  ,3411 ,48911  ,CONVENIO A.E. RÍTMICA PRAT COR BLAU,061,3411 ,48911 ,15000.0,0.0,15000.0,0.0
2022.0,061  ,3411 ,48912  ,CONVENIO CLUB VOLEI PRAT,061,3411 ,48912 ,20000.0,0.0,20000.0,0.0
2022.0,061  ,3411 ,48913  ,CONVENIO CLUB TRIATLÓ,061,3411 ,48913 ,6000.0,0.0,6000.0,0.0
2022.0,061  ,3411 ,48914  ,CONVENIO AE BASQUET PRATENC,061,3411 ,48914 ,8000.0,0.0,8000.0,0.0
2022.0,061  ,3411 ,48915  ,CONVENIO ESCUELA JAIME BALMES,061,3411 ,48915 ,8500.0,0.0,8500.0,0.0
2022.0,061  ,3411 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,061  ,3411 ,48916  ,CONVENIO IE EL PRAT,061,3411 ,48916 ,4600.0,0.0,4600.0,0.0
2022.0,061  ,3411 ,48917  ,"CONVENIO JJEE BALONCESTO ""CB PRAT""",061,3411 ,48917 ,16000.0,0.0,16000.0,0.0
2022.0,061  ,3411 ,48918  ,CONVENIO CONSEJO DEPORTIVO (JJEE+SC),061,3411 ,48918 ,92000.0,0.0,92000.0,0.0
2022.0,061  ,3411 ,48919  ,"CONVENIO ADECUACIÓN INS. ""CLUB AGILITY BAIX LLOBREGAT""",061,3411 ,48919 ,10000.0,0.0,10000.0,0.0
2022.0,061  ,3411 ,48920  ,CONVENIO AGRUPACIÓN CICLISTA,061,3411 ,48920 ,5000.0,0.0,5000.0,0.0
2022.0,042  ,333  ,227992 ,CONTR PREST SERVICIOS LA CAPSA,042,33   ,22    ,398785.0,0.0,398785.0,0.0
2022.0,042  ,333  ,227993 ,CONTR PREST SERVICIOS CC S JORDI-RIBERA BAIXA,042,33   ,22    ,322667.0,0.0,322667.0,0.0
2022.0,042  ,333  ,227994 ,CONTR PREST SERVICIOS CC JARDINS DE LA PAU,042,33   ,22    ,318500.0,0.0,318500.0,0.0
2022.0,042  ,333  ,227997 ,CONTR PREST SERVICIOS CÈNTRIC,042,33   ,22    ,368000.0,0.0,368000.0,0.0
2022.0,042  ,333  ,227998 ,CONTR PREST SERVICIOS CC PALMIRA,042,33   ,22    ,345800.0,0.0,345800.0,0.0
2022.0,042  ,333  ,227999 ,CONTR PREST SERVICIOS L'ARTESÀ,042,33   ,22    ,794970.0,0.0,794970.0,0.0
2022.0,042  ,334  ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,111717.0,0.0,111717.0,0.0
2022.0,042  ,334  ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,88324.0,0.0,88324.0,0.0
2022.0,042  ,334  ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9358.0,0.0,9358.0,0.0
2022.0,042  ,334  ,12006  ,TRIENIOS,,3    ,1     ,34523.0,0.0,34523.0,0.0
2022.0,042  ,334  ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,101088.0,0.0,101088.0,0.0
2022.0,042  ,334  ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,227686.0,0.0,227686.0,0.0
2022.0,042  ,334  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,127506.0,0.0,127506.0,0.0
2022.0,042  ,334  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,3    ,1     ,1230.0,0.0,1230.0,0.0
2022.0,042  ,334  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,3    ,1     ,5355.0,0.0,5355.0,0.0
