#ejercicio,Org.,Prog.,Econ.,Denominación (CASTELLANO),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de Crédito,Créditos Definitivos,Obligaciones Reconocidas
2012,11   ,493  ,12001  ,SUELDOS DEL GRUPO A2,  ,4    ,1    ,11508,0,11508,11427.89
2012,11   ,493  ,12004  ,SUELDOS DEL GRUPO C2,  ,4    ,1    ,8369,0,8369,12256.97
2012,11   ,493  ,12006  ,TRIENIOS,  ,4    ,1    ,6326,0,6326,5816.47
2012,11   ,493  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,4    ,1    ,5697,0,5697,3039.17
2012,11   ,493  ,12100  ,COMPLEMENTO DE DESTINO,  ,4    ,1    ,8012,0,8012,9269.5
2012,11   ,493  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,4    ,1    ,20757,0,20757,25802.44
2012,11   ,493  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,4    ,1    ,17306,0,17306,20994.26
2012,11   ,493  ,22699  ,CONSUMO-GASTO V.AULA CONSUMIDOR Y ED.ESC,11,49   ,22   ,4500,0,4500,2278.44
2012,11   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,52500,0,52500,48750
2012,11   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,12744,0,12744,10669.05
2012,12   ,132  ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,13309,0,13309,13308.6
2012,11   ,313  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,57112,0,57112,62069.33
2012,11   ,313  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,37594,0,37594,38023.39
2012,11   ,313  ,212    ,EDIF. SANIDAD-CONSERV Y REP.,11,31   ,21   ,5000,0,5000,5000
2012,11   ,313  ,22100  ,ELECTRICIDAD EDIFICIO SALUD PÚBLICA,11,31   ,22   ,3333,0,3333,6000
2012,11   ,313  ,22602  ,PUBLICIDAD-DIFUSIÓN,11,31   ,22   ,4500,0,4500,10718.02
2012,11   ,313  ,22699  ,GASTOS DIVERSOS,11,31   ,22   ,1615,0,1615,117.15
2012,11   ,313  ,22700  ,LIMPIEZA EDIFICIO SALUD PÚBLICA,11,31   ,22   ,9964,0,9964,9876.49
2012,11   ,313  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,11,31   ,22   ,5000,0,5000,0
2012,11   ,313  ,227991 ,PREST SERVICIOS SALVAMENTO PLAYA,11,31   ,22   ,75000,0,75000,74871
2012,11   ,313  ,227992 ,PREST SERVICIOS PREVENTIVOS,11,31   ,22   ,16650,0,16650,16639.35
2012,11   ,313  ,489    ,CONVENIO CRUZ ROJA,11,313  ,489  ,18350,0,18350,18350
2012,11   ,313  ,4892   ,TRANSF CORRIENTES ENTIDADES,11,31   ,48   ,7290,12000,19290,19290
2012,11   ,313  ,4893   ,TRANSF CORRIENTES ASOCIACIÓN FAMILIARES ALZHEIMER,11,313  ,4893 ,5000,0,5000,5000
2012,11   ,3131 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,11508,0,11508,11424.95
2012,11   ,3131 ,12006  ,TRIENIOS,  ,3    ,1    ,4172,0,4172,4172.4
2012,11   ,3131 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,3279,0,3279,1491.56
2012,11   ,3131 ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,4468,0,4468,4467.96
2012,11   ,3131 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,3    ,1    ,10648,0,10648,10304.24
2012,11   ,3131 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,3    ,1    ,124748,0,124748,121094.49
2012,11   ,3131 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,  ,3    ,1    ,15354,0,15354,0
2012,11   ,3131 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,3    ,1    ,55207,0,55207,52639.07
2012,11   ,3131 ,22106  ,MATERIAL SANITARIO,11,31   ,22   ,3000,0,3000,5210.76
2012,11   ,3131 ,22799  ,PREST SERVEIS EPIDEMIOLOGÍA PROM SALUD,11,31   ,22   ,25000,0,25000,27854.44
2012,11   ,3132 ,12001  ,SUELDOS DEL GRUPO A2,  ,3    ,1    ,11508,0,11508,11507.76
2012,11   ,3132 ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,8640,0,8640,0
2012,10   ,2412 ,22706  ,DOTACIÓN PREMIOS PLANES DE EMPRESA,10,2412 ,22706,6000,0,6000,6000
2012,10   ,2412 ,22799  ,CONTR PREST SERVICIOS-ACTIV. ECONÓMICA,10,2412 ,22799,50000,40000,90000,70456.81
2012,10   ,2412 ,489    ,"TRANSF CORRIENTES, ACT ECONÓMICA Y EMPRENDEDORES",10,2412 ,489  ,13500,300000,313500,10300
2012,10   ,419  ,489    ,APORT. CONSEJO REGULADOR IGP RAÇA PRAT,10,41   ,48   ,6000,0,6000,6000
2012,10   ,431  ,212    ,CONSERVACIÓN-REPARACIÓN MERCADO,10,43   ,21   ,17000,0,17000,16999.98
2012,10   ,431  ,22100  ,ELECTRICIDAD MERCADO MPAL,10,43   ,22   ,15368,0,15368,18368
2012,10   ,431  ,22199  ,SUMINISTROS DIVERSOS,10,43   ,22   ,14250,0,14250,6575.93
2012,10   ,431  ,22602  ,"PUBLICIDAD Y DIFUSIÓN, FERIAS, MUESTRAS, EXP.",10,43   ,22   ,8202,0,8202,7517.08
2012,10   ,431  ,22699  ,"GASTOS DIVERSOS FERIA AVÍCOLA, MUESTRA",10,43   ,22   ,1796,0,1796,616.94
2012,10   ,431  ,22700  ,LIMPIEZA MERCADO MUNICIPAL,10,43   ,22   ,30688,0,30688,12997.72
2012,10   ,431  ,22799  ,"CONTR PREST SERVICIOS-FERIA AVÍCOLA, MOSTRA CIAL.",10,43   ,22   ,225000,0,225000,229878.66
2012,10   ,431  ,489    ,"TRANSF CORRIENTES FERIA, MUESTRA COMERCIAL Y EX",10,43   ,48   ,7500,0,7500,7500
2012,10   ,4311 ,22602  ,PUBLICIDAD Y DIFUSIÓN,10,43   ,22   ,5220,0,5220,18835.96
2012,10   ,4311 ,22699  ,GASTOS VARIOS DINAMIZACIÓN COMERCIAL,10,43   ,22   ,3040,0,3040,774.93
2012,10   ,4311 ,22799  ,CONTR PREST SERVICIOS DINAMIZACIÓN COMERCIAL,10,43   ,22   ,38000,0,38000,20362.25
2012,10   ,4311 ,489    ,TRANSF CORRIENTES COMERCIO,10,43   ,48   ,45000,0,45000,44112.62
2012,10   ,432  ,22799  ,CONTR PREST SERV OFICINA PUERTA DEL DELTA,10,43   ,22   ,108099,0,108099,101689.59
2012,10   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,88200,0,88200,81900.13
2012,10   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,23420,0,23420,23359.09
2012,11   ,313  ,12000  ,SUELDOS DEL GRUPO A1,  ,3    ,1    ,13309,0,13309,13010.05
2012,11   ,313  ,12003  ,SUELDOS DEL GRUPO C1,  ,3    ,1    ,17280,0,17280,14428.84
2012,11   ,313  ,12004  ,SUELDOS DEL GRUPO C2,  ,3    ,1    ,14382,0,14382,13939.87
2012,11   ,313  ,12006  ,TRIENIOS,  ,3    ,1    ,9429,0,9429,8016.79
2012,11   ,313  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,3    ,1    ,12408,0,12408,4609.3
2012,11   ,313  ,12100  ,COMPLEMENTO DE DESTINO,  ,3    ,1    ,21096,0,21096,19614.3
2012,10   ,241  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,2    ,1    ,2765,0,2765,3513.2
2012,10   ,241  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,2    ,1    ,439,0,439,589.64
2012,10   ,241  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,179429,0,179429,170344.12
2012,10   ,241  ,212    ,CONSERV-REPARACIÓN EDIFICIO CPE,10,24   ,21   ,52000,0,52000,41487.52
2012,10   ,241  ,22100  ,ELECTRICIDAD CPE,10,24   ,22   ,58248,0,58248,58248
2012,10   ,241  ,22101  ,CONSUMO AGUA CPE,10,24   ,22   ,3890,0,3890,4035.71
2012,10   ,241  ,22699  ,GASTOS DIVERSOS PROMOCIÓN ECONÓMICA,10,24   ,22   ,2000,0,2000,500
2012,10   ,241  ,22700  ,LIMPIEZA CPE,10,24   ,22   ,98042,3490,101532,101494.64
2012,10   ,241  ,489    ,"TRANSF CORRIENTES, CUOTAS DIVERSAS",10,24   ,48   ,13520,0,13520,13437.61
2012,10   ,2411 ,12001  ,SUELDOS DEL GRUPO A2,10,2411 ,12001,83431,0,83431,83370.01
2012,10   ,2411 ,12006  ,TRIENIOS,10,2411 ,12006,10431,0,10431,10431
2012,10   ,2411 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,10,2411 ,12009,16048,0,16048,8141.25
2012,10   ,2411 ,12100  ,COMPLEMENTO DE DESTINO,10,2411 ,12100,30982,0,30982,30970.57
2012,10   ,2411 ,12101  ,COMPLEMENTO ESPECÍFICO,10,2411 ,12101,57884,0,57884,57884
2012,10   ,2411 ,140    ,PLANES DE OCUPACIÓN,10,2411 ,140  ,16500,1480315.32,1496815.32,631330.52
2012,10   ,2411 ,16000  ,CUOTAS SEGURIDAD SOCIAL,10,2411 ,16000,61268,0,61268,61268
2012,10   ,2411 ,22199  ,SUMINISTROS DIVERSOS-FORMACIÓN Y OCUPACIÓN,10,2411 ,22199,52635,100000,152635,55461.66
2012,10   ,2411 ,22699  ,GASTOS VARIOS-FORMACIÓN Y OCUPACIÓN,10,2411 ,22699,4000,0,4000,3474.32
2012,10   ,2411 ,22799  ,CONTR PREST SERVICIOS-FORMACIÓN Y OCUPACIÓN,10,2411 ,22799,98850,90000,188850,151200.06
2012,10   ,2412 ,140    ,PLANES DE OCUPACIÓN Y ESCUELAS TALLER,10,2412 ,140  ,9530,0,9530,10.92
2012,10   ,2412 ,143    ,RETRIBUCIONES OTRO PERSONAL,10,2412 ,143  ,66945,20000,86945,86945
2012,10   ,2412 ,16000  ,CUOTAS SEGURIDAD SOCIAL,10,2412 ,16000,21151,14000,35151,34957.12
2012,10   ,2412 ,22199  ,SUMINISTROS DIVERSOS,10,2412 ,22199,10607,0,10607,2648.6
2012,10   ,2412 ,22602  ,PUBLICIDAD Y DIFUSIÓN,10,2412 ,22602,9720,0,9720,4836.28
2012,10   ,2412 ,22699  ,GASTOS VARIOS ACTIVIDADES ECONÓMICAS,10,2412 ,22699,5825,0,5825,1348.05
2012,09   ,232  ,4891   ,TRANSF CORRIENTES,09,23   ,48   ,8100,0,8100,8050
2012,09   ,232  ,4892   ,TRANSF CORRIENTES DISCAPACITADOS,09,23   ,48   ,7200,0,7200,7191.62
2012,09   ,232  ,4893   ,TRANSF CORRIENTES PERSONAS MAYORES,09,23   ,48   ,2700,0,2700,2700
2012,09   ,232  ,4894   ,TRANSF CORRIENTES FUNDACIÓN RUBRICATUS,09,232  ,4894 ,270000,0,270000,270000
2012,09   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,32800,0,32800,30379.08
2012,09   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,10676,0,10676,10625.56
2012,09   ,9243 ,22602  ,PUBLICIDAD-DIFUSIÓN ,09,92   ,22   ,900,0,900,921.47
2012,09   ,9243 ,22699  ,GASTOS DIVERSOS COOPERACIÓN,09,92   ,22   ,15000,0,15000,2367.01
2012,09   ,9243 ,22799  ,CONTR PREST SERVICIOS COOPERACIÓN,09,92   ,22   ,36000,0,36000,39419.51
2012,09   ,9243 ,4891   ,TRANSF CORRIENTES PROGRAMAS COOPERACIÓN,09,92   ,48   ,81000,0,81000,80020
2012,09   ,9243 ,4892   ,TRANSF CORRIENTES PROMOCIÓN Y COOPERACIÓN,09,92   ,48   ,21600,0,21600,20126
2012,10   ,241  ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,  ,2    ,1    ,14677,0,14677,17741.46
2012,10   ,241  ,11001  ,RETRIBUCIONES COMPLEMENTARIAS PERSONAL EVENTUAL,  ,2    ,1    ,48673,0,48673,41720.04
2012,10   ,241  ,12000  ,SUELDOS DEL GRUPO A1,  ,2    ,1    ,13309,0,13309,13189.69
2012,10   ,241  ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,23016,0,23016,13889.72
2012,10   ,241  ,12003  ,SUELDOS DEL GRUPO C1,  ,2    ,1    ,17280,0,17280,16743.63
2012,10   ,241  ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,28764,0,28764,18603.75
2012,10   ,241  ,12005  ,SUELDOS DEL GRUPO E,  ,2    ,1    ,6582,0,6582,6535.25
2012,10   ,241  ,12006  ,TRIENIOS,  ,2    ,1    ,14563,0,14563,12740.62
2012,10   ,241  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,21829,0,21829,7885.99
2012,10   ,241  ,12099  ,RETRIBUCIONES BÁSICAS SUPLENCIAS,  ,2    ,1    ,2402,0,2402,2996.25
2012,10   ,241  ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,36568,0,36568,29179.57
2012,10   ,241  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,96217,0,96217,89505.63
2012,10   ,241  ,12199  ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,  ,2    ,1    ,2427,0,2427,4020.69
2012,10   ,241  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,2    ,1    ,300642,0,300642,280744.69
2012,08   ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,12744,0,12744,12672.7
2012,09   ,232  ,12001  ,SUELDOS DEL GRUPO A2,  ,2    ,1    ,11508,0,11508,11189.88
2012,09   ,232  ,12003  ,SUELDOS DEL GRUPO C1,  ,2    ,1    ,8640,0,8640,6086.88
2012,09   ,232  ,12004  ,SUELDOS DEL GRUPO C2,  ,2    ,1    ,3596,0,3596,4457.06
2012,09   ,232  ,12006  ,TRIENIOS,  ,2    ,1    ,9018,0,9018,7709.32
2012,09   ,232  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,2    ,1    ,7686,0,7686,2085.25
2012,09   ,232  ,12100  ,COMPLEMENTO DE DESTINO,  ,2    ,1    ,10766,0,10766,9861.68
2012,09   ,232  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,2    ,1    ,25168,0,25168,30458.39
2012,09   ,232  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,2    ,1    ,119455,0,119455,110466.73
2012,09   ,232  ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,2    ,1    ,521,0,521,1025.52
2012,09   ,232  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,2    ,1    ,60686,0,60686,64118.07
2012,09   ,232  ,202    ,ALQUILER HUERTOS LÚDICOS,09,23   ,20   ,1,0,1,0
2012,09   ,232  ,22100  ,ELECTRICIDAD HUERTOS LÚDICOS,09,23   ,22   ,3458,0,3458,3866.39
2012,09   ,232  ,22101  ,CONSUMO AGUA HUERTOS LÚDICOS,09,23   ,22   ,5559,0,5559,5559
2012,09   ,232  ,226021 ,PUBLICIDAD- DIFUSIÓN,09,23   ,22   ,4921,0,4921,1994.72
2012,09   ,232  ,226022 ,PUBLICIDAD-DIFUSIÓN,09,23   ,22   ,810,0,810,36.3
2012,09   ,232  ,226023 ,PUBLICIDAD-DIFUSIÓN,09,23   ,22   ,2000,0,2000,999.4
2012,09   ,232  ,22606  ,PLAN IGUALDAD MUJER-HOMBRE,09,23   ,22   ,12000,0,12000,19915.92
2012,09   ,232  ,226991 ,GASTOS DIVERSOS PLAN IGUALDAD MUJER-HOMBRE,09,23   ,22   ,4617,0,4617,788.46
2012,09   ,232  ,226992 ,GASTOS DIVERSOS,09,23   ,22   ,14621,0,14621,120
2012,09   ,232  ,226994 ,GASTOS DIVERSOS ACTIVIDADES PERSONAS MAYORES,09,23   ,22   ,1900,0,1900,1278.99
2012,09   ,232  ,227991 ,PRESTACIÓN DE SERVICIOS,09,23   ,22   ,49500,0,49500,46241.16
2012,09   ,232  ,227992 ,PRESTACIÓN DE SERVICIOS DISCAPACITADOS,09,23   ,22   ,14000,0,14000,11694.09
2012,09   ,232  ,227994 ,GESTIÓN HUERTOS LÚDICOS,09,23   ,22   ,30000,0,30000,29761.64
2012,09   ,232  ,227995 ,CONTR PREST SERVICIOS PERSONAS MAYORES,09,23   ,22   ,110000,0,110000,111770.21
2012,08   ,1722 ,467    ,APORT. CONSORICO ESPACIOS NATURALES DEL ,08,17   ,46   ,62000,0,62000,60000
2012,08   ,419  ,22602  ,PUBLICIDAD Y DIFUSIÓN AGRICULTURA,08,41   ,22   ,6075,0,6075,5229.29
2012,08   ,419  ,22799  ,PRESTACIÓN SERVICIOS AGRICULTURA,08,41   ,22   ,35150,0,35150,32126.18
2012,08   ,419  ,489    ,TRANSF CORRIENTES AGRICULTURA,08,41   ,48   ,10395,0,10395,8957.11
2012,08   ,420  ,12000  ,SUELDOS DEL GRUPO A1,  ,4    ,1    ,13309,0,13309,0
2012,08   ,420  ,12001  ,SUELDOS DEL GRUPO A2,  ,4    ,1    ,34523,0,34523,11474.69
2012,08   ,420  ,12003  ,SUELDOS DEL GRUPO C1,  ,4    ,1    ,43201,0,43201,15701.72
2012,08   ,420  ,12004  ,SUELDOS DEL GRUPO C2,  ,4    ,1    ,35955,0,35955,21456.72
2012,08   ,420  ,12006  ,TRIENIOS,  ,4    ,1    ,32529,0,32529,11517
2012,08   ,420  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,4    ,1    ,36939,0,36939,5992.89
2012,08   ,420  ,12100  ,COMPLEMENTO DE DESTINO,  ,4    ,1    ,60065,0,60065,21784.47
2012,08   ,420  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,4    ,1    ,165916,0,165916,58750.39
2012,08   ,420  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,4    ,1    ,35664,0,35664,0
2012,08   ,420  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,4    ,1    ,190,0,190,572.74
2012,08   ,420  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,4    ,1    ,130757,0,130757,45620.41
2012,08   ,441  ,12001  ,SUELDOS DEL GRUPO A2,  ,4    ,1    ,11508,0,11508,958.98
2012,08   ,441  ,12006  ,TRIENIOS,  ,4    ,1    ,1252,0,1252,104.31
2012,08   ,441  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,4    ,1    ,2444,0,2444,0.96
2012,08   ,441  ,12100  ,COMPLEMENTO DE DESTINO,  ,4    ,1    ,5276,0,5276,439.7
2012,08   ,441  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,4    ,1    ,16942,0,16942,1210.15
2012,08   ,441  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,4    ,1    ,9430,0,9430,760.51
2012,08   ,441  ,22602  ,PUBLICIDAD-DIFUSIÓN TRANSPORTE,08,44   ,22   ,810,0,810,0
2012,08   ,441  ,22799  ,SERVICIOS ESPECIALES TRANSPORTE,08,44   ,22   ,29000,0,29000,21762.63
2012,08   ,441  ,472    ,TRANSF TRANSPORTE URBANO,08,44   ,47   ,260000,0,260000,254501.68
2012,08   ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,  ,9    ,1    ,55400,0,55400,51311.04
2012,08   ,1721 ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,13309,0,13309,13151.48
2012,08   ,1721 ,12006  ,TRIENIOS,  ,1    ,1    ,2047,0,2047,2036.19
2012,08   ,1721 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,2521,0,2521,842.47
2012,08   ,1721 ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,5276,0,5276,5248.03
2012,08   ,1721 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,11806,0,11806,11517.86
2012,08   ,1721 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,1    ,1    ,29235,0,29235,27377.04
2012,08   ,1721 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,1    ,1    ,2546,0,2546,1712.63
2012,08   ,1721 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,1    ,1    ,743,0,743,0
2012,08   ,1721 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,20753,0,20753,21387.71
2012,08   ,1721 ,22602  ,GASTOS DIFUSIÓN AMBIENTAL,08,17   ,22   ,10000,0,10000,13895.32
2012,08   ,1721 ,22699  ,GASTOS DIVERSOS CALIDAD AMBIENTAL,08,17   ,22   ,1000,0,1000,10891.48
2012,08   ,1721 ,227992 ,CONTR PREST SERVICIOS EDUCACIÓN AMBIENTAL,08,17   ,22   ,140000,0,140000,109308.44
2012,08   ,1721 ,489    ,TRANSF CORRIENTES EDUC PROM AMBIENTAL,08,17   ,48   ,35000,0,35000,29978.53
2012,08   ,1721 ,4891   ,CUOTAS-APORTACIONES DIVERSAS,08,17   ,48   ,3000,0,3000,1500
2012,08   ,1722 ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,13309,0,13309,13218.76
2012,08   ,1722 ,12006  ,TRIENIOS,  ,1    ,1    ,2516,0,2516,2516.35
2012,08   ,1722 ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,2733,0,2733,886.11
2012,08   ,1722 ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,6118,0,6118,6118.08
2012,08   ,1722 ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,12001,0,12001,11899.79
2012,08   ,1722 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,1    ,1    ,25837,0,25837,23145.53
2012,08   ,1722 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,  ,1    ,1    ,551,0,551,0
2012,08   ,1722 ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,20143,0,20143,12855.53
2012,08   ,1722 ,22199  ,GESTIÓN-ESPACIOS NATURALES,08,17   ,22   ,9000,0,9000,12231.84
2012,08   ,1722 ,227991 ,PREST SERVICIOS -ESPACIOS NATURALES-PLAYA,08,17   ,22   ,75000,0,75000,78152
2012,08   ,1722 ,227992 ,PREST SERVICIOS INSPECCIONES INDUSTRIALES,08,17   ,22   ,1,13711,13712,13642.04
2012,08   ,150  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,149663,0,149663,214585.55
2012,08   ,150  ,226991 ,GASTOS DIVERSOS URBANISMO Y TERRITORIO,08,15   ,22   ,11900,0,11900,11966.57
2012,08   ,150  ,22706  ,ESTUDIOS Y TRABAJOS TÉCNICOS,08,15   ,22   ,50000,0,50000,46842.43
2012,08   ,150  ,489    ,CUOTAS-APORTACIONES DIVERSAS,08,15   ,48   ,6100,0,6100,0
2012,08   ,151  ,12000  ,SUELDOS DEL GRUPO A1,  ,1    ,1    ,13309,0,13309,13137.54
2012,08   ,151  ,12001  ,SUELDOS DEL GRUPO A2,  ,1    ,1    ,11508,0,11508,30815.22
2012,08   ,151  ,12004  ,SUELDOS DEL GRUPO C2,  ,1    ,1    ,7191,0,7191,7143.97
2012,08   ,151  ,12006  ,TRIENIOS,  ,1    ,1    ,2590,0,2590,6214.87
2012,08   ,151  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,7014,0,7014,4005.88
2012,08   ,151  ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,16572,0,16572,26571.04
2012,08   ,151  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,61232,0,61232,88441.48
2012,08   ,151  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,1    ,1    ,90,0,90,106.28
2012,08   ,151  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,28450,0,28450,47093.38
2012,08   ,152  ,227991 ,PRESTACIÓN DE SERVICIOS OFICINA DE VIVIENDA,08,15   ,22   ,364640,0,364640,367730.12
2012,08   ,152  ,467    ,APORT. CONSORCIO PRAT NORD,08,15   ,46   ,80000,0,80000,60000
2012,08   ,152  ,780    ,"TRANSF CAPITAL ASCENSORES, VIVIENDAS Y LOCALES ST COSME",08,152  ,780  ,5000,20000,25000,7920.35
2012,08   ,170  ,12003  ,SUELDOS DEL GRUPO C1,  ,1    ,1    ,8640,0,8640,7137.58
2012,08   ,170  ,12004  ,SUELDOS DEL GRUPO C2,  ,1    ,1    ,14382,0,14382,12586.07
2012,08   ,170  ,12006  ,TRIENIOS,  ,1    ,1    ,4404,0,4404,3706.73
2012,08   ,170  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,1    ,1    ,6438,0,6438,2218.4
2012,08   ,170  ,12100  ,COMPLEMENTO DE DESTINO,  ,1    ,1    ,10441,0,10441,8986.47
2012,08   ,170  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,1    ,1    ,27725,0,27725,27211.05
2012,08   ,170  ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,  ,1    ,1    ,146805,0,146805,103015.46
2012,08   ,170  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,1    ,1    ,106,0,106,507.06
2012,08   ,170  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,1    ,1    ,61248,0,61248,49454.54
2012,07   ,932  ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,  ,9    ,1    ,4807,0,4807,49.05
2012,07   ,932  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,120943,0,120943,110947.37
2012,07   ,934  ,12000  ,SUELDOS DEL GRUPO A1,  ,9    ,1    ,13309,0,13309,13308.6
2012,07   ,934  ,12003  ,SUELDOS DEL GRUPO C1,  ,9    ,1    ,8640,0,8640,8640.24
2012,07   ,934  ,12004  ,SUELDOS DEL GRUPO C2,  ,9    ,1    ,14382,0,14382,13965.73
2012,07   ,934  ,12006  ,TRIENIOS,  ,9    ,1    ,5638,0,5638,5563.14
2012,07   ,934  ,12009  ,OTRAS RETRIBUCIONES BÁSICAS,  ,9    ,1    ,9519,0,9519,3446.33
2012,07   ,934  ,12100  ,COMPLEMENTO DE DESTINO,  ,9    ,1    ,18281,0,18281,18144.72
2012,07   ,934  ,12101  ,COMPLEMENTO ESPECÍFICO,  ,9    ,1    ,45527,0,45527,44309.06
2012,07   ,934  ,16000  ,CUOTAS SEGURIDAD SOCIAL,  ,9    ,1    ,30965,0,30965,31871.75
2012,07   ,934  ,22708  ,GASTOS RECAUDACIÓN ORGT,07,934  ,22708,600000,20000,620000,443156.15
2012,07   ,942  ,463    ,ÁREA METROPOLITANA DE BARCELONA,07,942  ,463  ,1226662,0,1226662,1226661.52
2012,07   ,943  ,466    ,APORT. COMUNIDAD MUNICIPIOS PLANA GALET,07,943  ,466  ,35000,4000,39000,38987.92
