#Ejercicio,Org.,Prog.,Econ.,Denominación (cast.),Vinc. Org.,Vinc. Fun.,Vinc. Eco.,Créditos Iniciales,Modificaciones de crècido,m,Obligaciones reconegudes
2023,041  ,3231 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,94807,0,,17967.89
2023,041  ,3231 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,3    ,1     ,6850,0,,0
2023,041  ,3231 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,124208,0,,14861.96
2023,041  ,3231 ,212    ,GUARDERÍA-CONSERV. Y REPARACIÓN,041,32   ,21    ,63859,144.86,,144.86
2023,041  ,3231 ,221001 ,ELECTRICIDAD GUARDERÍAS,041,32   ,22    ,6838,517.65,,685.16
2023,041  ,3231 ,221011 ,CONSUMO AGUA GUARDERÍA,041,32   ,22    ,1805,0,,0
2023,041  ,3231 ,221021 ,SUMINISTRO GAS-GUARDERÍA,041,32   ,22    ,12836,3867.09,,8.86
2023,041  ,3231 ,221041 ,VESTUARIO GUARDERÍA,041,32   ,22    ,2000,0,,0
2023,041  ,3231 ,22105  ,ALIMENTOS-GUARDERÍA,041,32   ,22    ,43318,469.43,,4425.67
2023,041  ,3231 ,22199  ,SUMINISTROS DIVERSOS-GUARDERÍA,041,32   ,22    ,3600,0,,0
2023,041  ,3231 ,226992 ,GASTOS DIVERSOS GUARDERÍA,041,32   ,22    ,9000,394.82,,1880.59
2023,041  ,3231 ,227992 ,CONTR PREST SERVICIOS AUX GUARDERÍA,041,32   ,22    ,145000,0,,20761.94
2023,041  ,3231 ,227994 ,CONTR PREST SERVICIOS GUARDERÍA EL CABUSSET,041,32   ,22    ,525666,0,,74312.91
2023,041  ,3231 ,227995 ,CONTR PREST SERVICIOS GUARDERÍA LA GRANOTA,041,32   ,22    ,514054,0,,0
2023,041  ,3231 ,227996 ,CONTR PREST SERV GUARDERÍA LA BLAVETA,041,32   ,22    ,593609,13120,,92980.28
2023,041  ,3231 ,489    ,TRANSF CORRIENTES GUARDERÍAS,041,32   ,48    ,100000,0,,0
2023,062  ,311  ,226991 ,COMPLEMENTO DE DESTINO,062,31   ,22    ,1000,0,,149.72
2023,062  ,311  ,226992 ,COMPLEMENTO ESPECÍFICO,062,31   ,22    ,2000,0,,0
2023,062  ,311  ,22700  ,OTROS COMPLEMENTOS,062,31   ,22    ,49799,0,,4149.9
2023,062  ,311  ,227991 ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,062,31   ,22    ,172000,0,,0
2023,062  ,311  ,227992 ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,062,31   ,22    ,42000,142.5,,142.5
2023,062  ,3111 ,12000  ,SUELDOS DEL GRUPO A1,,3    ,1     ,17050,0,,3864.93
2023,062  ,3111 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,22966,0,,5018.46
2023,062  ,3111 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,29200,0,,6265.17
2023,062  ,3111 ,12006  ,TRIENIOS,,3    ,1     ,13382,0,,3080.73
2023,062  ,3111 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,32824,0,,7033.53
2023,062  ,3111 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,78527,0,,16827.12
2023,062  ,3111 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,52915,0,,9479
2023,062  ,3112 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,14993,0,,3341.94
2023,062  ,3112 ,12006  ,TRIENIOS,,3    ,1     ,8030,0,,1723.35
2023,062  ,3112 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,6421,0,,1375.92
2023,062  ,3112 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,13062,0,,2798.82
2023,062  ,3112 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,40010,0,,8686.14
2023,062  ,3112 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,22946,0,,3925.67
2023,062  ,3112 ,22106  ,MATERIAL SANITARIO,062,31   ,22    ,4000,0,,0
2023,062  ,3112 ,226991 ,GTOS. DIVERSOS PROMOCIÓN DE LA SALUD,062,31   ,22    ,5000,0,,147.56
2023,062  ,3112 ,22799  ,PREST SERVICIOS PROMOCIÓN DE LA SALUD,062,31   ,22    ,103000,0,,0
2023,062  ,3112 ,227992 ,PROGRAMAS SALUT COMUNITARIA,062,31   ,22    ,4500,0,,0
2023,062  ,3112 ,48902  ,TRANSF CORRIENTES ENTIDADES,062,3112 ,48902 ,5000,1780,,0
2023,062  ,3112 ,48903  ,TRANSF CORRIENTES ASOCIACIÓN FAMILIARES ALZHEIMER,062,3112 ,48903 ,32000,12800,,12800
2023,062  ,3112 ,48906  ,CONVENIO CRUZ ROJA,062,3112 ,48906 ,6000,6000,,0
2023,072  ,327  ,22799  ,CONTR PREST SERVICIOS COOPERACIÓN,072,32   ,22    ,25000,0,,0
2023,072  ,2314 ,227993 ,CONTR PREST SERVICIOS ACCESIBILIDAD,072,23   ,22    ,0,0,,0
2023,012  ,920  ,467    ,ECONOMIA-TRANSF. LOCALRET,012,920  ,467   ,8000,0,,0
2023,012  ,920  ,489    ,BECAS PERSONAL COLABORADOR,012,920  ,489   ,40000,0,,2949.13
2023,012  ,920  ,626    ,MATERIAL INVENTARIABLE. EQUIPOS PROCESOS INFORMÁTICOS,012,920  ,626   ,25000,14004.96,,14004.96
2023,012  ,920  ,629    ,MATERIAL INVENTARIABLE DIVERSO,012,920  ,629   ,100000,35853.55,,12623.45
2023,012  ,920  ,830    ,ANTICIPOS REINTEGRABLES PERSONAL,012,920  ,830   ,60000,0,,7893.27
2023,012  ,92010,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,68199,0,,6027.16
2023,012  ,92010,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,11483,0,,2509.23
2023,012  ,92010,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,9734,0,,2088.39
2023,012  ,92010,12006  ,TRIENIOS,,9    ,1     ,10276,0,,1738.55
2023,012  ,92010,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,42730,0,,6132.3
2023,012  ,92010,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,123785,0,,12716.86
2023,012  ,92010,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,68166,0,,6914.78
2023,012  ,9204 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,9    ,1     ,99133,0,,21363.72
2023,012  ,9204 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,29200,0,,2088.39
2023,012  ,9204 ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,5485,0,,0
2023,012  ,9204 ,12006  ,TRIENIOS,,9    ,1     ,15395,0,,728.37
2023,012  ,9204 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9    ,1     ,63620,0,,11148.8
2023,012  ,9204 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,34338,0,,1063.05
2023,012  ,9204 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,47096,0,,2479.2
2023,012  ,9204 ,121015 ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,125000,0,,0
2023,012  ,9204 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,9    ,1     ,88317,0,,14625.31
2023,012  ,9204 ,13000  ,RETRIBUCIONES BÁSICAS LABORAL FIJO,,9    ,1     ,18790,0,,0
2023,041  ,3232 ,12005  ,SUELDOS DEL GRUPO E,,3    ,1     ,44600,0,,11716.76
2023,041  ,3232 ,12006  ,TRIENIOS,,3    ,1     ,5683,0,,1141.02
2023,041  ,3232 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,3    ,1     ,5510,0,,3183.8
2023,041  ,3232 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,17318,0,,4558.34
2023,041  ,3232 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,54491,0,,14452.14
2023,041  ,3232 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,3    ,1     ,9150,0,,2862.45
2023,041  ,3232 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,273390,0,,52215.76
2023,041  ,3232 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,3    ,1     ,9215,0,,10137.04
2023,041  ,3232 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,128597,0,,14850.09
2023,041  ,3232 ,212    ,ESCUELAS-CONSERVACIÓN Y REPARACIÓN,041,32   ,21    ,1041762,8184.68,,8184.68
2023,041  ,3232 ,221002 ,SUBM. ENERGÍA ELÉCTRICA ESCUELAS,041,32   ,22    ,186604,23464.63,,28142.79
2023,041  ,3232 ,221012 ,CONSUMO AGUA ESCUELAS,041,32   ,22    ,61210,0,,0
2023,041  ,3232 ,221022 ,ESCUELAS-SUBM. GAS,041,32   ,22    ,610859,146592.1,,120440.86
2023,041  ,3232 ,221042 ,VESTUARIO EDUCACIÓN,041,32   ,22    ,10270,0,,69.9
2023,041  ,3232 ,227002 ,LIMPIEZA ESCUELAS,041,32   ,22    ,2229019,0,,182871.27
2023,041  ,326  ,22699  ,GASTOS DIVERSOS SERVICIOS COMPLEMENTARIOS,041,32   ,22    ,1500,0,,0
2023,041  ,326  ,226991 ,GASTOS DIVERSOS ACT. FORMACIÓN PADRES Y MADRES,041,32   ,22    ,900,0,,0
2023,041  ,326  ,2279902,PREST SERVICIOS VELADOR EXTRAESCOLARES,041,32   ,22    ,60000,4097.72,,4097.72
2023,041  ,326  ,2279903,PREST SERVICIOS PROYECTO NUEVAS OPORTUNIDADES,041,32   ,22    ,3500,0,,0
2023,041  ,326  ,2279904,PRESTACIÓN SERVICIOS ACTIV EXTRAESCOLARES INGLÉS,041,32   ,22    ,6,0,,0
2023,041  ,326  ,227991 ,PREST SERV FORMACIÓN PADRES Y MADRES,041,32   ,22    ,3910,0,,0
2023,041  ,326  ,227992 ,"LECTURA, ÉXITO EDUCATIVO I COMUNIDAD (LECXIT)",041,32   ,22    ,43387,0,,8677.34
2023,041  ,326  ,227994 ,PREST SERVICIOS-PATIO ABIERTO,041,32   ,22    ,27500,0,,0
2023,062  ,3113 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,59971,0,,13616.74
2023,062  ,3113 ,12006  ,TRIENIOS,,3    ,1     ,10996,0,,2106.27
2023,062  ,3113 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,24588,0,,5678.64
2023,062  ,3113 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,51068,0,,10942.92
2023,062  ,3113 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,88116,0,,19376.52
2023,062  ,3113 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,69837,0,,12303.29
2023,062  ,3113 ,22113  ,MATERIAL SANIDAD AMBIENTAL,062,31   ,22    ,20000,0,,3509.08
2023,062  ,3113 ,22799  ,SERVICIOS DIVERSOS SEGURIDAD ALIMENTARIA,062,31   ,22    ,18000,0,,0
2023,062  ,3113 ,227991 ,PREST SERV CONTROL SANITARIO ANIMAL,062,31   ,22    ,68000,0,,0
2023,062  ,3113 ,227992 ,TRABAJOS TÉCNICOS ANÁLISIS AGUA Y ALIMENTOS,062,31   ,22    ,57000,0,,0
2023,062  ,3113 ,227993 ,"CONTRATO DDD (DESRATIZACIÓN, DESINFECCIÓN, ...)",062,31   ,22    ,62000,0,,0
2023,062  ,3113 ,227994 ,GESTIÓN COLONIAS CONTROLADAS DE GATOS,062,31   ,22    ,57000,0,,3274.13
2023,062  ,3113 ,227995 ,CONTROL LEGIONELA EDIFICIOS MUNICIPALES,062,31   ,22    ,30000,0,,0
2023,062  ,3113 ,465    ,"TRANSF. CORRIENTES COMARCAS, CONV MOSQUITOS",062,3113 ,465   ,20000,9888.79,,9888.79
2023,062  ,312  ,22799  ,CONTR PREST SERVICIOS PERS CON VULNERABILIDAD,062,31   ,22    ,240000,0,,20000
2023,062  ,493  ,12001  ,SUELDOS DEL GRUPO A2,,4    ,1     ,14993,0,,3341.94
2023,062  ,493  ,12006  ,TRIENIOS,,4    ,1     ,6766,0,,1419.48
2023,062  ,493  ,12100  ,COMPLEMENTO DE DESTINO,,4    ,1     ,6421,0,,1375.92
2023,062  ,493  ,12101  ,COMPLEMENTO ESPECÍFICO,,4    ,1     ,13062,0,,2798.82
2023,062  ,493  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,4    ,1     ,10656,0,,1825.91
2023,062  ,493  ,22699  ,CONSUMO-GASTO V.AULA CONSUMIDOR Y ED.ESC,062,49   ,22    ,5000,0,,0
2023,062  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,42118,0,,9025.14
2023,062  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,13710,0,,2326.5
2023,072  ,1522 ,780    ,TRANSF CAP ASCENSORES SAN COSME,072,1522 ,780   ,90000,67583.16,,7513.25
2023,072  ,231  ,212    ,CONSERVACIÓN-REPARACIÓN EDIFICIOS S.SOCIALES,072,23   ,21    ,33611,46.03,,46.03
2023,072  ,2316 ,227992 ,PLAN CONTRA LA VIOLENCIA MACHISTA,072,23   ,22    ,0,0,,0
2023,021  ,150  ,609    ,INV NUEVA EN INSTALACIONES,021,150  ,609   ,0,505658.2,,5658.2
2023,072  ,2316 ,227991 ,PRESTACIÓN DE SERVICIOS MUJER,072,2316 ,227991,0,968,,968
2023,012  ,9204 ,13001  ,HORAS EXTRAORDINARIAS PERSONAL LABORAL FIJO,,9    ,1     ,8891,0,,5956.14
2023,012  ,9204 ,130021 ,INCENTIVO PRODUCTIVIDAD PERSONAL LABORAL FIJO,,9    ,1     ,203821,0,,38616
2023,012  ,9204 ,131    ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL,,9    ,1     ,88442,0,,2459.8
2023,012  ,9204 ,131021 ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO LABORAL TEMP,,9    ,1     ,9231,0,,3999
2023,012  ,9204 ,13199  ,RETRIBUCIONES PERSONAL LABORAL TEMPORAL-SUPLENCIAS,,9    ,1     ,49144,0,,23443.7
2023,012  ,9204 ,1432   ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO OTRA PERSONA,,9    ,1     ,9970,0,,3800
2023,012  ,9204 ,15001  ,INCENTIVO PRODUCTIVIDAD NO ABSENTISMO,,9    ,1     ,553470,0,,130328
2023,012  ,9204 ,151    ,GRATIFICACIÓN SERVICIOS FUNCIONARIOS,,9    ,1     ,39164,0,,11828.21
2023,012  ,9204 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,103273,0,,16115.15
2023,012  ,9204 ,16104  ,INDEMNIZACIÓN JUBILACIONES ANTICIPADAS,,9    ,1     ,90000,0,,0
2023,012  ,9204 ,16200  ,FORMACIÓN Y PERFECCIONAMIENTO DEL PERSONAL,,9    ,1     ,65000,1045.5,,4061.4
2023,012  ,9205 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,80134,0,,10891.92
2023,012  ,9205 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,49376,0,,5018.46
2023,012  ,9205 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,29200,0,,7110.47
2023,012  ,9205 ,12006  ,TRIENIOS,,9    ,1     ,12558,0,,2754.34
2023,012  ,9205 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,74750,0,,11237.5
2023,012  ,9205 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,188161,0,,26677.64
2023,012  ,9205 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,118099,0,,13714.5
2023,012  ,9206 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,63937,0,,11594.79
2023,012  ,9206 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,54274,0,,6683.88
2023,012  ,9206 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,66026,0,,12546.15
2023,012  ,9206 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,68132,0,,12132.56
2023,012  ,9206 ,12006  ,TRIENIOS,,9    ,1     ,38394,0,,8504.88
2023,012  ,9206 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,114269,0,,19823.08
2023,012  ,9206 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,288167,0,,47967.06
2023,041  ,326  ,227996 ,DINÁMICA EDUCATIVA,041,32   ,22    ,18334,950,,950
2023,041  ,326  ,227998 ,PROGRAMA EDUCACIÓ-CULTURA-COMUNITAT (ECC),041,32   ,22    ,237875,0,,0
2023,041  ,326  ,489    ,TRANSF CORRIENTES AMPAS,041,32   ,48    ,36450,0,,0
2023,041  ,326  ,48901  ,TRANSF CORRIENTES PROYECTOS PEDAGÓGICOS,041,32   ,48    ,12600,0,,0
2023,041  ,326  ,48905  ,TRANSF CORRIENTES LIBROS DE TEXTO Y MAT EDUC,041,32   ,48    ,130000,1497.2,,0
2023,041  ,326  ,48907  ,BECAS ALUMNADO ACTIV EXTRAESC COMPLEMENTO,041,32   ,48    ,115000,0,,0
2023,041  ,326  ,48908  ,"TRANSF CORRIENTES ""INST LES SALINES""",041,326  ,48908 ,5880,0,,0
2023,041  ,326  ,48909  ,"TRANSF CORRIENTES ""INSTITUT ESCOLA""",041,326  ,48909 ,16165,0,,0
2023,041  ,326  ,48911  ,"TRANSF CORRIENTES ""ESCOLA PEPA COLOMER""",041,326  ,48911 ,5040,0,,0
2023,041  ,326  ,48914  ,TRANSF CORRIENTES INST ILLA DE BANYOLS - PTT,041,326  ,48914 ,1000,0,,0
2023,041  ,912  ,10000  ,RETRIBUCIONES BÁSICAS ÓRGANOS DE GOBIERNO,,9    ,1     ,64653,0,,13854.12
2023,041  ,912  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,17560,0,,2971.54
2023,042  ,326  ,227998 ,ESCUELA DE ARTES EN VIVO,042,32   ,22    ,726131,0,,120048.12
2023,042  ,330  ,226022 ,DESP DIVERSAS COMUNICACIÓN CULTURAL,042,33   ,22    ,10000,0,,100
2023,042  ,330  ,467    ,CONSORCIO NORMALIZACIÓN LINGÜÍSTICA,042,330  ,467   ,66000,0,,16500
2023,042  ,3300 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,3    ,1     ,74878,0,,16045.17
2023,042  ,3300 ,12001  ,SUELDOS DEL GRUPO A2,,3    ,1     ,29986,0,,6349.68
2023,042  ,3300 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,11483,0,,2509.23
2023,042  ,3300 ,12006  ,TRIENIOS,,3    ,1     ,12175,0,,2541.18
2023,042  ,3300 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,21593,0,,4489.35
2023,042  ,3300 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,49856,0,,10403.49
2023,042  ,336  ,227992 ,CONVOCATORIA BECA BÚSQUEDA HISTÓRICA,042,33   ,22    ,0,0,,0
2023,072  ,231  ,22100  ,ELECTRICIDAD EDIFICIOS SERVICIOS SOCIALES,072,23   ,22    ,37535,587.65,,13363.51
2023,072  ,231  ,22101  ,CONSUMO AGUA EDIFICIOS SERVICIOS SOCIALES,072,23   ,22    ,7190,0,,0
2023,072  ,231  ,22102  ,CONSUMO GAS EDIFICIOS SERVICIOS SOCIALES,072,23   ,22    ,52367,12951.05,,6418.55
2023,072  ,231  ,22199  ,SUBMINISTRAMIENTO ÁREA,072,23   ,22    ,5000,0,,0
2023,072  ,231  ,22602  ,PUBLICIDAD Y DIFUSIÓN,072,23   ,22    ,4000,330,,330
2023,072  ,231  ,226992 ,OTROS GASTOS SERVICIOS SOCIALES,072,23   ,22    ,15000,0,,945.5
2023,072  ,231  ,22700  ,LIMPIEZA EDIFICIOS SERVICIOS SOCIALES,072,23   ,22    ,380532,0,,27081.85
2023,072  ,231  ,464    ,CONVENIO AMB URGENCIA SOCIAL (CUESB),072,231  ,464   ,30000,29392.62,,58785.24
2023,072  ,2310 ,11000  ,RETRIBUCIONES BÁSICAS PERSONAL EVENTUAL,,2    ,1     ,74878,0,,16045.17
2023,072  ,2310 ,12000  ,SUELDOS DEL GRUPO A1,,2    ,1     ,51285,0,,9018.18
2023,072  ,2310 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,117990,0,,24488.43
2023,072  ,2310 ,12003  ,SUELDOS DEL GRUPO C1,,2    ,1     ,91862,0,,19954.34
2023,072  ,2310 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,126531,0,,27904.77
2023,072  ,2310 ,12006  ,TRIENIOS,,2    ,1     ,69338,0,,13858.69
2023,072  ,2310 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,188580,0,,38845.95
2023,072  ,2310 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,446353,0,,86429.99
2023,072  ,2310 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,2    ,1     ,385023,0,,76311.63
2023,072  ,2310 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,2    ,1     ,454337,0,,67563.46
2023,072  ,2311 ,12001  ,SUELDOS DEL GRUPO A2,,2    ,1     ,408120,28122.4,,74061.65
2023,072  ,2311 ,12004  ,SUELDOS DEL GRUPO C2,,2    ,1     ,9734,0,,2088.39
2023,072  ,2311 ,12006  ,TRIENIOS,,2    ,1     ,37278,0,,6940.84
2023,072  ,2311 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,2    ,1     ,25100,0,,3341.94
2023,072  ,2311 ,12100  ,COMPLEMENTO DE DESTINO,,2    ,1     ,179461,12593.46,,32172.81
2023,072  ,2311 ,12101  ,COMPLEMENTO ESPECÍFICO,,2    ,1     ,367917,26255.96,,64770.04
2023,072  ,2311 ,121039 ,RETRIBUCIONES COMPLEMENTARIAS SUPLENCIAS,,2    ,1     ,36600,0,,4174.74
2023,012  ,9206 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,183229,0,,37235.67
2023,012  ,9206 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,246550,0,,33195.26
2023,012  ,9207 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,63937,0,,11594.79
2023,012  ,9207 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,131186,0,,24742.45
2023,012  ,9207 ,12003  ,SUELDOS DEL GRUPO C1,,9    ,1     ,57414,0,,7527.69
2023,012  ,9207 ,12006  ,TRIENIOS,,9    ,1     ,41439,0,,8339.49
2023,012  ,9207 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,125794,0,,20989.28
2023,012  ,9207 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,321999,0,,52363.19
2023,012  ,9207 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,135745,0,,29607.63
2023,012  ,9207 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,9    ,1     ,242498,0,,33773.2
2023,012  ,9208 ,12000  ,SUELDOS DEL GRUPO A1,,9    ,1     ,36657,0,,7729.86
2023,012  ,9208 ,12004  ,SUELDOS DEL GRUPO C2,,9    ,1     ,19467,0,,4176.78
2023,012  ,9208 ,12006  ,TRIENIOS,,9    ,1     ,18588,0,,4140.42
2023,012  ,9208 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,24566,0,,5034.21
2023,012  ,9208 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,63663,0,,12874.86
2023,012  ,9208 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,9    ,1     ,78719,0,,15332.13
2023,012  ,9209 ,12001  ,SUELDOS DEL GRUPO A2,,9    ,1     ,14993,0,,3341.94
2023,012  ,9209 ,12005  ,SUELDOS DEL GRUPO E,,9    ,1     ,37910,0,,7645.68
2023,012  ,9209 ,120099 ,RETRIBUCIONES BÁSICAS SUPLENCIAS,,9    ,1     ,7172,0,,1989.83
2023,012  ,9209 ,12100  ,COMPLEMENTO DE DESTINO,,9    ,1     ,29682,0,,6094.5
2023,012  ,9209 ,12101  ,COMPLEMENTO ESPECÍFICO,,9    ,1     ,84501,0,,17287.74
2023,021  ,160  ,619    ,INV. MEJORA INFRAESTRUCTURAS Y BIENES DE USO GENERAL,021,160  ,619   ,0,652747.46,,61535.69
2023,031  ,1531 ,619    ,MEJORAS MANTENIMIENTO VÍA PÚBLICA,031,1531 ,619   ,0,313641.41,,191123.43
2023,042  ,3300 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,49703,0,,293.37
2023,042  ,3301 ,12000  ,SUELDOS DEL GRUPO A1,,3    ,1     ,17050,0,,3864.93
2023,042  ,3301 ,12003  ,SUELDOS DEL GRUPO C1,,3    ,1     ,10335,0,,2509.23
2023,042  ,3301 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,1947,0,,0
2023,042  ,3301 ,12006  ,TRIENIOS,,3    ,1     ,10409,0,,2338.44
2023,042  ,3301 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,16520,0,,3496.29
2023,042  ,3301 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,45910,0,,9644.49
2023,042  ,3301 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,20331,0,,4091.02
2023,042  ,3321 ,22199  ,BIBLIOTECA - ADQUISICIÓN DE LIBROS,042,33   ,22    ,19200,0,,0
2023,042  ,3322 ,12004  ,SUELDOS DEL GRUPO C2,,3    ,1     ,9734,0,,2088.39
2023,042  ,3322 ,12006  ,TRIENIOS,,3    ,1     ,1166,0,,250.08
2023,042  ,3322 ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,4961,0,,1063.05
2023,042  ,3322 ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,10723,0,,2297.73
2023,042  ,3322 ,13000  ,RETRIBUCIONES BÁSICAS PERSONAL LABORAL FIJO,,3    ,1     ,153220,0,,33257.76
2023,042  ,3322 ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,54857,0,,9409.36
2023,042  ,333  ,12005  ,SUELDOS DEL GRUPO E,,3    ,1     ,8920,0,,1911.42
2023,042  ,333  ,12006  ,TRIENIOS,,3    ,1     ,1976,0,,423.36
2023,042  ,333  ,12100  ,COMPLEMENTO DE DESTINO,,3    ,1     ,3500,0,,750
2023,042  ,333  ,12101  ,COMPLEMENTO ESPECÍFICO,,3    ,1     ,11517,0,,2467.8
2023,042  ,333  ,16000  ,CUOTAS SEGURIDAD SOCIAL,,3    ,1     ,6660,0,,1162.88
2023,042  ,333  ,212    ,CONSERV-REP EDIFICIOS-INSTAL CULTURA,042,33   ,21    ,552099,1429.66,,2166.89
2023,042  ,333  ,22100  ,ELECTRICIDAD EDIFICIOS CULTURA,042,33   ,22    ,577831,0,,88029.33
2023,042  ,333  ,22101  ,CONSUMO AGUA EDIFICIOS CULTURA,042,33   ,22    ,15730,0,,0
2023,042  ,333  ,22102  ,CONSUMO GAS EDIFICIOS CULTURA,042,33   ,22    ,164190,45104.6,,22233.76
